step,max_kl,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,collisions,collisions_human,fuel,circumference,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,value_loss,policy_loss,final_policy_loss,i_scale,kl,entropy,gd_time,total_time
40,0.01,0.0001,13.9154,2000,7.58906,7.74572,3.61837,7.58504,0,0,1588.74,640,0.00059371,0.0366568,0.054773,0.0178495,-0.0681415,0.11594,0.000478875,-0.0178495,-0.0201628,0,0.00720695,2.24728,0.117942,1065.33
41,0.01,0.0001,11.8615,2000,7.41767,7.29994,2.91815,7.42069,0,0,1653.81,640,8.35688e-05,0.038338,0.0602868,0.0221056,-0.182142,0.114052,0.000558714,-0.0221056,-0.0241,0,0.00669051,2.2546,0.121713,1077.63
42,0.01,0.0001,11.6703,2000,8.14406,8.27908,2.49533,8.1406,0,0,1411.98,640,0.000792214,0.0390754,0.0732307,0.034168,0.0108918,0.113591,0.00143192,-0.034168,-0.0374784,0,0.00709481,2.20602,0.119332,1089.74
43,0.01,0.0001,11.677,2000,7.39362,6.99716,2.72965,7.40379,0,0,1300.14,640,0.000174005,0.0412818,0.0605271,0.0193847,-0.174686,0.11666,0.000506548,-0.0193847,-0.0210658,0,0.00836011,2.15139,0.119292,1101.86
44,0.01,0.0001,11.6984,2000,7.83647,7.68748,2.88199,7.84029,0,0,1518.31,640,0.000581005,0.042291,0.0664044,0.0239791,-0.0829271,0.116729,0.000722474,-0.0239791,-0.0257126,0,0.00660931,2.1069,0.11959,1114
45,0.01,0.0001,13.1335,2000,8.33086,8.41125,1.82484,8.3288,0,0,1351.91,640,0.000871367,0.0431157,0.0754644,0.0322401,0.00849714,0.139525,0.00132825,-0.0322401,-0.0342758,0,0.00795682,2.00024,0.121019,1127.7
46,0.01,0.0001,11.7012,2000,8.0285,8.15204,2.26312,8.02533,0,0,1256.44,640,0.000768639,0.0446538,0.0654133,0.0204653,-0.0165739,0.119915,0.000687254,-0.0204653,-0.0223726,0,0.00710918,1.90191,0.121459,1139.85
47,0.01,0.0001,11.6898,2000,8.35812,8.22058,2.27093,8.36164,0,0,1301.65,640,0.000868066,0.0463274,0.0873098,0.0411463,0.0160059,0.117807,0.00200682,-0.0411463,-0.0465401,0,0.00818725,1.92559,0.123729,1151.99
48,0.01,0.0001,11.9002,2000,8.53342,8.5173,1.04023,8.53383,0,0,1207.13,640,0.00103563,0.0479519,0.088276,0.0403567,0.0231109,0.141553,0.00197403,-0.0403567,-0.0436851,0,0.00692123,1.93914,0.149451,1164.4
49,0.01,0.0001,11.6877,2000,7.92659,7.93325,2.36592,7.92642,0,0,1372.43,640,0.000451852,0.0501739,0.0769779,0.0268763,-0.0716789,0.157234,0.000881493,-0.0268763,-0.0306223,0,0.00518286,1.92199,0.139012,1176.64
50,0.01,0.0001,13.4096,2000,7.74316,7.90964,2.97056,7.7389,0,0,1398.69,640,0.000500722,0.0517798,0.066854,0.0147872,-0.136661,0.121954,0.000365116,-0.0147872,-0.0164761,0,0.00566762,1.95114,0.129082,1190.54
51,0.01,0.0001,11.6365,2000,8.27965,8.17782,2.07931,8.28226,0,0,1278.18,640,0.000576236,0.0539224,0.0847796,0.0309572,-0.0291888,0.153473,0.00117313,-0.0309572,-0.0333175,0,0.00365047,1.95043,0.141043,1202.7
52,0.01,0.0001,11.8759,2000,8.48852,8.58696,0.815639,8.486,0,0,1228.81,640,0.000811375,0.0550583,0.0920509,0.0370177,-0.0196804,0.124756,0.00160625,-0.0370177,-0.0406553,0,0.00788884,1.96462,0.127787,1215.08
53,0.01,0.0001,5.78366,0,0,0,0,0,0,0,0,640,-0.000634017,0.0582308,0.00720432,-0.0510265,-0.492375,0.129104,0.0018842,-0.0122839,-0.0160171,0,0.00694837,1.90442,0.129843,1233.27
54,0.01,0.0001,9.9355,1241,7.87313,8.17415,3.23046,7.86542,1,0.5,892.646,640,0.000427408,0.0584912,0.0542699,-0.00423158,-0.230237,0.123878,0.00120959,0.00255805,4.03089e-05,0,0.00694356,1.82464,0.162275,1255.38
55,0.01,0.0001,12.6107,2000,7.92197,8.02665,1.98084,7.91929,0,0,1374.54,640,0.000398548,0.0602965,0.0861772,0.0259283,-0.216899,0.125659,0.00101914,-0.0282082,-0.0310817,0,0.00826246,1.88353,0.129175,1267.84
56,0.01,0.0001,8.2125,506,7.86033,8.30246,4.45086,7.84902,2,1,429.333,640,0.000209368,0.0624108,0.0197294,-0.0426814,-0.129999,0.143237,0.0013829,0.0174484,0.0157304,0,0.00767816,1.90111,0.176657,1298.08
57,0.01,0.0001,9.38693,993,5.30195,5.47784,2.3886,5.29745,0.666667,0.333333,743.65,640,0.000164505,0.0634116,0.0372573,-0.0262304,-0.443844,0.126206,0.0017559,-0.00254517,-0.00540514,0,0.00669261,1.94565,0.134346,1319.67
58,0.01,0.0001,12.7306,2000,8.15946,8.34984,2.23076,8.15458,0,0,1323.49,640,0.000634557,0.0645763,0.0947366,0.0301448,-0.122106,0.127072,0.00118949,-0.0295607,-0.0318234,0,0.00709152,1.95793,0.135163,1331.83
59,0.01,0.0001,8.41204,558,7.77276,7.63713,3.5865,7.77624,2,1,464.325,640,1.93723e-05,0.0669936,0.01605,-0.0509436,-0.569445,0.130135,0.00190987,0.040516,0.0375253,0,0.0057302,1.89789,0.181472,1352.63
60,0.01,0.0001,11.6741,1998.5,8.09815,8.42309,3.28476,8.08982,1,0.5,1482.63,640,0.000779147,0.0670886,0.0618768,-0.00538876,-0.165735,0.131051,0.000804614,-0.0229604,-0.0263159,0,0.00786846,1.91254,0.137294,1364.88
61,0.01,0.0001,11.0965,1705,7.58044,7.91106,3.66937,7.57197,2,1,1338.65,640,0.00023253,0.0680428,0.0210538,-0.046989,-0.472115,0.135257,0.00145488,0.0122745,0.0102818,0,0.00622445,1.92452,0.183212,1390.37
62,0.01,0.0001,12.8133,2000,7.61196,7.35614,2.46707,7.61852,0,0,1434.73,640,0.000231419,0.0690656,0.0856891,0.0166241,-0.579906,0.133209,0.000300908,-0.012544,-0.0140448,0,0.00887712,1.93287,0.139406,1402.92
63,0.01,0.0001,5.79874,0,0,0,0,0,0,0,0,640,-0.000715928,0.070951,0.00632852,-0.0646224,-0.813771,0.138945,0.0012852,0.016394,0.0142214,0,0.00738934,1.90322,0.140327,1421.08
64,0.01,0.0001,8.72837,1000,3.72767,3.83767,1.91244,3.72485,0,0,806.913,640,-0.000241769,0.0709795,0.0391649,-0.0320504,-0.925985,0.133807,0.00239186,0.02727,0.0247838,0,0.00856256,1.88934,0.19114,1456.02
65,0.01,0.0001,9.92734,1153.25,5.77354,6.04892,2.61845,5.76649,0.5,0.25,912.29,640,-9.2407e-05,0.0715372,0.0513193,-0.0202066,-0.530638,0.138789,0.000516662,-0.0183894,-0.0212994,0,0.0044091,1.91815,0.144427,1468.36
66,0.01,0.0001,11.7247,2000,7.5582,7.38072,2.73866,7.56275,0,0,1391.4,640,0.000169511,0.0714242,0.0993348,0.0282392,-0.246672,0.138679,0.00093527,-0.0282392,-0.0311644,0,0.00790411,1.96304,0.145549,1480.61
67,0.01,0.0001,11.6332,2000,7.60959,7.81474,2.07867,7.60433,0,0,1334.46,640,0.000337794,0.0714181,0.0922166,0.0207654,-0.412631,0.140373,0.000580982,-0.0207654,-0.0225014,0,0.00711877,1.93756,0.14411,1492.77
68,0.01,0.0001,11.6522,2000,8.36488,8.36229,1.91368,8.36495,0,0,1387.17,640,0.000661186,0.0722306,0.097483,0.0251053,-0.113842,0.139242,0.000868789,-0.0251053,-0.0268413,0,0.00565468,1.91727,0.144138,1504.95
69,0.01,0.0001,11.7187,2000,8.0042,8.14532,1.92473,8.00058,0,0,1332.65,640,0.000489532,0.0737037,0.096676,0.0228245,-0.0665694,0.140203,0.000721059,-0.0228245,-0.0246121,0,0.00694466,1.82123,0.145817,1517.2
70,0.01,0.0001,13.7452,2000,8.22234,8.18166,1.57377,8.22338,0,0,1335.9,640,0.000451384,0.0740242,0.107351,0.0334845,-0.0669148,0.139863,0.001313,-0.0334845,-0.035274,0,0.00585636,1.83715,0.147615,1531.48
71,0.01,0.0001,11.8422,2000,7.53913,7.54188,3.54387,7.53906,0,0,1560.95,640,-4.24646e-05,0.0768109,0.101641,0.0251481,-0.410294,0.142308,0.000789216,-0.0251481,-0.0266255,0,0.00711465,1.85244,0.146289,1543.86
72,0.01,0.0001,11.6536,2000,8.31488,8.43654,2.54477,8.31176,0,0,1308.5,640,0.00074107,0.0767699,0.104279,0.0273466,-0.236129,0.144676,0.00101511,-0.0273466,-0.0306787,0,0.00729134,1.95511,0.148085,1556.05
73,0.01,0.0001,11.66,2000,7.86883,7.74875,3.77204,7.87191,0,0,1579.99,640,8.38014e-05,0.0792116,0.104369,0.0254594,-0.59572,0.144078,0.000850196,-0.0254594,-0.0271085,0,0.00684811,1.95028,0.149292,1568.26
74,0.01,0.0001,11.645,2000,7.63513,7.76432,2.13985,7.63182,0,0,1288.57,640,0.000106538,0.0799075,0.104476,0.0247183,-0.807503,0.143783,0.000745932,-0.0247183,-0.0273488,0,0.00578854,1.95324,0.150916,1580.45
75,0.01,0.0001,11.6725,2000,7.62563,7.81284,2.74829,7.62083,0,0,1357,640,0.000367158,0.0810542,0.10009,0.0189526,-0.102332,0.146761,0.000521929,-0.0189526,-0.0209905,0,0.00853968,1.96199,0.149798,1592.67
76,0.01,0.0001,14.0918,2000,7.83049,7.82179,3.00326,7.83071,0,0,1407.4,640,0.000391576,0.0823053,0.119738,0.0378286,-0.0717991,0.146294,0.00160046,-0.0378286,-0.0412432,0,0.00801006,2.00872,0.151452,1607.31
77,0.01,0.0001,11.6525,2000,8.35378,8.46981,2.2555,8.3508,0,0,1438.89,640,0.000649897,0.0844729,0.120713,0.0363793,-0.255272,0.146211,0.00160924,-0.0363793,-0.0388536,0,0.00842218,1.97301,0.151558,1619.55
78,0.01,0.0001,11.6366,2000,7.95192,7.99919,2.72123,7.95071,0,0,1399.17,640,0.000508223,0.0867033,0.109137,0.022324,-0.292941,0.146929,0.000734514,-0.022324,-0.0243605,0,0.00777709,1.94529,0.161963,1631.75
79,0.01,0.0001,11.7245,2000,7.72179,7.91683,3.53007,7.71679,0,0,1529.89,640,0.00032855,0.0890814,0.0935078,0.00397511,-1.11062,0.150826,0.000243672,-0.00397511,-0.00511189,0,0.00866408,1.90725,0.153781,1644.03
80,0.01,0.0001,11.673,2000,7.89054,8.01317,2.07138,7.88739,0,0,1346.13,640,0.000494343,0.0902793,0.108789,0.0182894,-0.339996,0.148904,0.000533831,-0.0182894,-0.0196311,0,0.00572113,1.9287,0.155214,1656.27
81,0.01,0.0001,11.6917,2000,8.07649,7.94628,2.33708,8.07983,0,0,1400.42,640,0.00046728,0.0921682,0.122411,0.0303615,-0.244119,0.150787,0.00114203,-0.0303615,-0.0320104,0,0.00692584,1.87106,0.154633,1668.53
82,0.01,0.0001,13.9148,2000,7.89221,8.01717,3.11624,7.88901,0,0,1507.26,640,0.000340826,0.0940899,0.125864,0.0320146,-0.341733,0.150588,0.00126062,-0.0320146,-0.0349113,0,0.0086289,1.88387,0.153958,1683.01
83,0.01,0.0001,11.6529,2000,8.2883,8.51016,2.2122,8.28261,0,0,1227.26,640,0.000808319,0.0959064,0.114727,0.0183842,-0.248116,0.15561,0.000609148,-0.0183842,-0.0201148,0,0.00870296,1.86325,0.157346,1695.23
84,0.01,0.0001,11.9248,2000,8.07255,7.88931,2.20307,8.07724,0,0,1377.77,640,0.000346968,0.09857,0.128888,0.0305233,-0.374461,0.151675,0.00115067,-0.0305233,-0.0323327,0,0.00842278,1.79694,0.157547,1707.73
85,0.01,0.0001,11.667,2000,7.95267,7.72216,1.92401,7.95858,0,0,1315.67,640,0.000405081,0.100909,0.110014,0.0087662,-0.324283,0.153007,0.000299974,-0.0087662,-0.00992408,0,0.00934507,1.81847,0.157931,1719.98
86,0.01,0.0001,11.6707,2000,8.09581,8.17928,2.55016,8.09367,0,0,1464.02,640,0.000363147,0.102826,0.128838,0.0260729,-0.53888,0.154225,0.000933657,-0.0260729,-0.0274017,0,0.00752563,1.74181,0.159846,1732.23
87,0.01,0.0001,11.6631,2000,8.49125,8.35771,1.85366,8.49467,0,0,1345.18,640,0.00068419,0.104879,0.124779,0.0195768,-0.125632,0.15292,0.00070773,-0.0195768,-0.0210683,0,0.00805558,1.73504,0.159229,1744.47
88,0.01,0.0001,11.6686,2000,8.06365,8.17791,2.09736,8.06072,0,0,1359.08,640,0.000589198,0.107186,0.123114,0.015576,-0.428062,0.156162,0.000477923,-0.015576,-0.0171404,0,0.00816604,1.74618,0.159894,1756.74
89,0.01,0.0001,14.0309,2000,7.74386,7.6783,2.53571,7.74554,0,0,1377.58,640,-1.8212e-05,0.10941,0.129323,0.0201349,-1.59043,0.189242,0.000637006,-0.0201349,-0.021681,0,0.00778063,1.79322,0.161868,1771.39
90,0.01,0.0001,11.6588,2000,8.16808,8.09132,2.13137,8.17005,0,0,1283.9,640,0.000638877,0.110988,0.151581,0.0409055,-0.42754,0.193721,0.00195585,-0.0409055,-0.0435701,0,0.0078633,1.8379,0.17359,1783.74
91,0.01,0.0001,11.685,2000,8.18922,8.35223,2.33037,8.18504,0,0,1415.24,640,0.000432013,0.114461,0.13569,0.0210752,-1.11073,0.159833,0.00074164,-0.0210752,-0.0223539,1,0.00226496,1.85096,0.183001,1796.05
92,0.01,0.0001,7.14477,0,0,0,0,0,0,0,0,640,-0.00047153,0.117972,0.00912722,-0.108845,-3.59726,0.160298,0.00426399,0.0419178,0.0387384,0,0.0081869,1.85919,0.164725,1815.65
93,0.01,0.0001,11.6459,2000,7.61886,7.58526,2.50474,7.61972,0,0,1324.75,640,6.25682e-05,0.11755,0.112558,-0.0054979,-1.65247,0.157387,0.000245063,0.00254174,0.00197176,0,0.00694026,1.87145,0.168617,1827.91
94,0.01,0.0001,12.9402,1518,7.38437,7.6333,3.67128,7.378,2,1,1167.2,640,0.000183052,0.119816,0.0183035,-0.101512,-2.65732,0.162668,0.00519177,0.0473034,0.0434043,0,0.00780998,1.86315,0.207176,1853.39
95,0.01,0.0001,8.78114,1000,3.80427,3.72784,1.68943,3.80623,0,0,773.681,640,-0.000345807,0.12023,0.0632597,-0.0571724,-2.24896,0.179815,0.00428913,0.0223537,0.0192213,0,0.00791457,1.84017,0.206568,1872.08
96,0.01,0.0001,11.8103,2000,7.77579,7.50979,2.2484,7.78261,0,0,1391.1,640,0.000217746,0.121252,0.139622,0.0184025,-2.12186,0.188396,0.000780585,-0.0217683,-0.0233132,0,0.00722365,1.80479,0.203437,1884.71
97,0.01,0.0001,11.7279,2000,8.26643,8.52183,2.23643,8.25988,0,0,1351.12,640,0.000747426,0.120264,0.14137,0.0207716,-0.53213,0.179486,0.00075005,-0.0207716,-0.0230199,0,0.00763975,1.80124,0.190485,1897.11
98,0.01,0.0001,11.7767,2000,7.86994,7.85202,1.95136,7.8704,0,0,1370.62,640,0.000108508,0.121879,0.135166,0.0132517,-1.47032,0.202349,0.000403541,-0.0132517,-0.0140835,0,0.00637533,1.72651,0.168814,1909.56
99,0.01,0.0001,11.7758,2000,7.95181,8.0378,2.37698,7.9496,0,0,1257.17,640,0.000495887,0.121159,0.128874,0.00725492,-0.765853,0.169725,0.000337013,-0.00725492,-0.00835116,0,0.00803979,1.67691,0.1774,1921.96
100,0.01,0.0001,14.6339,2000,7.97816,8.08729,1.75569,7.97536,0,0,1290.73,640,0.000447288,0.122441,0.13642,0.0136735,-0.966976,0.182691,0.000446977,-0.0136735,-0.0145847,0,0.00798387,1.63452,0.185531,1937.28
101,0.01,0.0001,12.0119,2000,7.78773,7.85295,1.62881,7.78606,0,0,1310.61,640,0.000345103,0.123397,0.145837,0.0224805,-0.859025,0.169747,0.000743477,-0.0224805,-0.0235489,0,0.00843288,1.55628,0.174763,1949.93
102,0.01,0.0001,11.7366,2000,7.55052,7.4224,2.35105,7.55381,0,0,1444.59,640,0.000122913,0.126124,0.125774,-0.00077721,-3.484,0.168297,0.000284944,0.000777212,8.7095e-05,0,0.00728483,1.54286,0.172948,1962.3
103,0.01,0.0001,5.79694,0,0,0,0,0,0,0,0,640,-0.000797617,0.127869,0.00621277,-0.121657,-3.09277,0.17335,0.00440056,0.0259786,0.0232821,0,0.00727562,1.50381,0.176948,1980.61
104,0.01,0.0001,11.6806,2000,7.86886,7.79812,2.30064,7.87067,0,0,1388.73,640,0.000220816,0.125952,0.143526,0.0175383,-1.7835,0.169424,0.000939947,-0.025176,-0.027608,0,0.00675933,1.51976,0.176828,1993.02
105,0.01,0.0001,11.6653,2000,7.7955,7.75325,1.78345,7.79659,0,0,1384.24,640,3.74746e-05,0.126618,0.14261,0.0159983,-1.22776,0.171571,0.000455719,-0.0159983,-0.0170153,0,0.00874024,1.45449,0.177402,2005.35
106,0.01,0.0001,14.6151,2000,7.5834,7.77108,1.73741,7.57859,0,0,1166.01,640,0.000309011,0.126762,0.138161,0.0111204,-1.44145,0.1721,0.000332656,-0.0111204,-0.0120591,0,0.00683361,1.45916,0.177642,2020.6
107,0.01,0.0001,11.7087,2000,7.38503,7.26885,2.02475,7.38801,0,0,1326.66,640,7.70108e-05,0.128174,0.129137,0.000615236,-3.54783,0.171878,0.000248689,-0.000615236,-0.00199935,0,0.00932637,1.54054,0.178947,2032.96
