step,max_kl,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,collisions,collisions_human,fuel,circumference,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,value_loss,policy_loss,final_policy_loss,i_scale,kl,entropy,gd_time,total_time
34,0.01,0.0001,8.28977,81,0.719005,0.757563,0.428219,0.718018,0.2,0.1,80.5504,640,-0.000126085,0.0293824,0.667654,0.638272,-0.00193368,0.425198,1.40694,-0.646231,-0.647848,0,0.00478508,2.77856,1.37119,4944.74
35,0.01,0.0001,8.45298,68.18,0.863909,0.897929,0.509847,0.863038,0.24,0.12,68.076,640,-0.000145372,0.0305769,0.655325,0.624748,-0.00199015,0.424599,1.37136,-0.60097,-0.602838,0,0.00522117,2.78867,1.37509,5441.45
36,0.01,0.0001,7.82687,32.569,0.374439,0.399686,0.220641,0.373793,0.103448,0.0517241,32.084,640,-0.000266063,0.031825,0.596352,0.564527,-0.0021534,0.47246,1.46609,-0.700327,-0.703107,0,0.00442161,2.78251,1.09878,5676.4
37,0.01,0.0001,8.58206,95.32,1.15125,1.23001,0.6928,1.14924,0.32,0.16,96.3702,640,-6.31767e-05,0.0330536,0.705681,0.672627,-0.00212442,0.516512,1.47065,-0.701503,-0.703964,0,0.00582758,2.7603,1.34347,5983.27
38,0.01,0.0001,8.76212,91.0625,1.15277,1.02551,0.541117,1.15551,0.3125,0.15625,90.2842,640,-5.71319e-05,0.0343286,0.705571,0.671243,-0.00215361,0.538457,1.40776,-0.663073,-0.666144,0,0.00607879,2.72556,0.899233,6118.52
39,0.01,0.0001,8.7525,174.357,1.53722,1.60455,0.886783,1.5355,0.428571,0.214286,167.373,640,-0.000151599,0.0357269,0.646923,0.611196,-0.002414,0.554707,1.40026,-0.627069,-0.628844,0,0.00592126,2.71253,1.57612,6617.99
40,0.01,0.0001,8.06882,42.2143,0.517265,0.555373,0.312447,0.51629,0.142857,0.0714286,41.6157,640,-0.000214301,0.0370332,0.624433,0.5874,-0.00247085,0.559441,1.50352,-0.726193,-0.728997,0,0.00527242,2.70029,1.02112,6820.53
41,0.01,0.0001,8.80527,114.095,1.7067,1.81293,1.04911,1.70398,0.47619,0.238095,116.58,640,2.38469e-05,0.0384011,0.747957,0.709555,-0.00239578,0.575849,1.44595,-0.67706,-0.679583,0,0.00700605,2.67252,1.34635,7204.76
42,0.01,0.0001,8.71141,61.025,0.724739,0.755021,0.421693,0.723964,0.2,0.1,59.741,640,-9.31953e-05,0.0398036,0.689837,0.650033,-0.00256917,0.604101,1.38885,-0.623288,-0.62535,0,0.00502941,2.69473,1.27261,7513.21
43,0.01,0.0001,8.12104,70.4412,0.8499,0.899095,0.504968,0.848641,0.235294,0.117647,68.5375,640,-0.000207665,0.0413094,0.626531,0.585221,-0.00279597,0.633898,1.52121,-0.749033,-0.752068,0,0.00439093,2.69899,1.01911,7651.72
44,0.01,0.0001,8.77866,168.786,2.08015,2.21395,1.28187,2.07672,0.571429,0.285714,168.348,640,3.14844e-05,0.0427736,0.754713,0.71194,-0.00273535,0.62214,1.43884,-0.661457,-0.663102,0,0.00551178,2.68075,2.03756,8312.07
45,0.01,0.0001,9.55365,0,0,0,0,0,0,0,0,640,-0.00736894,0.0456982,2.60003,2.55433,-0.000318258,0.0912662,1.65047,-0.727175,-0.72878,0,0.00512853,2.68134,0.89995,
46,0.01,0.0001,7.36018,39.9833,0.598072,0.63514,0.354054,0.597124,0.166667,0.0833333,40.278,640,-2.76903e-06,0.0458558,0.70975,0.663895,-0.00313613,0.0734083,1.46467,-0.711982,-0.714535,0,0.00482115,2.69676,0.545703,
47,0.01,0.0001,7.3733,92.4615,1.11229,1.18137,0.670636,1.11052,0.307692,0.153846,92.3521,640,-2.07663e-05,0.0474743,0.718533,0.671059,-0.00327191,0.111915,1.56378,-0.800778,-0.80347,0,0.00480625,2.72702,0.404147,
48,0.01,0.0001,8.73751,187.692,1.68254,1.7442,0.94876,1.68096,0.461538,0.230769,177.449,640,0.000162417,0.0490736,0.818739,0.769665,-0.00332875,0.120642,1.57632,-0.822647,-0.826501,0,0.00556792,2.76147,0.32678,
49,0.01,0.0001,8.76812,246.6,3.67567,3.76794,2.02535,3.67331,1,0.5,230.584,640,0.000235345,0.0507625,0.846113,0.795351,-0.00338229,0.133967,1.52355,-0.856076,-0.860427,0,0.00317459,2.7614,0.302714,
50,0.01,0.0001,9.95415,630.5,3.65792,3.69231,1.83062,3.65704,0.5,0.25,564.219,640,0.000345428,0.0526794,0.892617,0.839938,-0.00411023,0.140765,1.53769,-0.861224,-0.867795,0,0.00543425,2.7268,0.264804,
51,0.01,0.0001,9.58903,671,5.05518,3.06811,1.53249,5.10225,0.666667,0.333333,636.435,640,0.000316011,0.0547425,0.877115,0.822373,-0.00446356,0.173918,1.51986,-0.836345,-0.841247,0,0.00504973,2.74273,0.329983,
52,0.01,0.0001,10.6011,902.8,4.38564,4.45692,2.24581,4.38382,0.4,0.2,795.26,640,0.000356984,0.0562887,0.879211,0.822923,-0.00468672,0.166759,1.44165,-0.908972,-0.917122,0,0.00453955,2.75412,0.237111,
53,0.01,0.0001,9.93777,16,7.97789,2.49977,0.648074,8.10979,2,1,15.1233,640,-4.3685e-05,0.0599479,0.673047,0.613099,-0.00356353,0.167889,1.48164,-0.861011,-0.866724,0,0.00421374,2.75033,0.260809,
54,0.01,0.0001,13.8105,2000,7.32617,7.33712,3.42609,7.32589,0,0,1627.38,640,0.000668236,0.0606323,1.02195,0.961315,-0.00591771,0.162835,1.51513,-0.93667,-0.944392,0,0.00424794,2.735,0.234487,
55,0.01,0.0001,13.8488,2000,7.40799,7.31764,3.36085,7.4103,0,0,1623.26,640,0.000620765,0.0634499,0.979201,0.91575,-0.00504103,0.165093,1.5522,-0.91575,-0.924366,0,0.00489346,2.71705,0.231391,
56,0.01,0.0001,14.5506,2000,7.47338,7.3641,3.1235,7.47619,0,0,1528.69,640,0.000620719,0.065476,0.983972,0.918495,-0.00517462,0.172917,1.55859,-0.918495,-0.925704,0,0.00402255,2.7268,0.22988,
57,0.01,0.0001,13.1035,2000,7.92117,7.82255,2.1367,7.9237,0,0,1244.76,640,0.000934336,0.0672243,1.29056,1.22333,-0.00366208,0.193803,2.28031,-1.22333,-1.23089,0,0.00430708,2.73223,0.242092,
58,0.01,0.0001,13.7436,2000,8.03504,7.93909,2.18023,8.0375,0,0,1276.11,640,0.00107498,0.0693833,1.4176,1.34821,-0.00275365,0.181002,2.65353,-1.34821,-1.36352,0,0.00629557,2.69425,0.249702,
59,0.01,0.0001,14.5942,2000,7.91581,7.78882,2.00451,7.91907,0,0,1217.4,640,0.000920037,0.0718639,1.27499,1.20312,-0.00351237,0.161896,2.19457,-1.20312,-1.21483,0,0.00708222,2.65075,0.250024,
60,0.01,0.0001,13.3604,2000,8.43328,8.42792,0.910203,8.43342,0,0,1076.83,640,0.00121206,0.0739276,1.55952,1.48559,-0.00337599,0.166982,3.15341,-1.48559,-1.49649,0,0.00476184,2.62695,0.243007,
61,0.01,0.0001,13.9505,2000,8.04076,8.00171,1.6319,8.04176,0,0,1160.23,640,0.000984071,0.0765396,1.34529,1.26875,-0.0041086,0.152993,2.34718,-1.26875,-1.27847,0,0.00419425,2.62194,0.21854,
62,0.01,0.0001,14.0655,2000,8.41443,8.40442,0.613881,8.41468,0,0,1059.64,640,0.00123345,0.0789122,1.58173,1.50282,-0.00237642,0.20955,3.24319,-1.50282,-1.51945,0,0.00822999,2.55242,0.270334,
63,0.01,0.0001,18.2085,2000,8.57997,8.59742,0.518861,8.57952,0,0,1123.35,640,0.00133104,0.0816514,1.6746,1.59295,-0.0028907,0.172044,3.58974,-1.59295,-1.60791,0,0.00686845,2.50708,0.227333,
64,0.01,0.0001,13.7936,2000,8.10388,7.9881,1.16804,8.10685,0,0,1048.9,640,0.000935214,0.0848049,1.29686,1.21205,-0.00353257,0.168519,2.20155,-1.21205,-1.2241,0,0.00585624,2.49455,0.236252,
65,0.01,0.0001,13.107,2000,8.59099,8.5956,0.554599,8.59088,0,0,1028.49,640,0.00126837,0.0872806,1.6133,1.52602,-0.00349094,0.222622,3.34122,-1.52602,-1.53976,0,0.00622012,2.51388,0.243858,
66,0.01,0.0001,13.3602,2000,8.23021,8.17215,1.37524,8.2317,0,0,1040.1,640,0.00099539,0.0903761,1.35462,1.26424,-0.00392194,0.173279,2.37214,-1.26424,-1.27365,0,0.00572026,2.50312,0.241347,
67,0.01,0.0001,13.5127,2000,7.82829,7.78052,2.63348,7.82951,0,0,1399.26,640,0.000749424,0.0937544,1.12305,1.02929,-0.00540562,0.160905,1.73347,-1.02929,-1.04002,0,0.00442146,2.51669,0.318522,
68,0.01,0.0001,15.04,2000,7.78751,7.74708,2.45429,7.78855,0,0,1313.31,640,0.000718404,0.0966522,1.09421,0.997557,-0.00757698,0.178158,1.59155,-0.997557,-1.00456,0,0.00554211,2.55263,0.260443,
69,0.01,0.0001,10.9044,1030,7.53723,7.63918,3.39205,7.53462,2,1,776.195,640,0.000324076,0.100404,0.80695,0.706546,-0.00892524,0.184438,1.37743,-0.841307,-0.845513,0,0.00499247,2.52274,0.265343,
70,0.01,0.0001,14.1823,2000,7.55129,7.49276,2.82409,7.55279,0,0,1448.66,640,0.00052255,0.101621,0.911373,0.809752,-0.00868995,0.18013,0.99293,-0.676116,-0.683371,0,0.00576176,2.47011,0.250983,
71,0.01,0.0001,15.736,2000,7.6791,7.69624,2.67087,7.67866,0,0,1373.57,640,0.000611776,0.105937,1.0026,0.896664,-0.00811954,0.170001,1.41708,-0.896664,-0.907307,0,0.00600457,2.46618,0.256279,
72,0.01,0.0001,13.8412,2000,7.34498,7.37784,3.50861,7.34413,0,0,1664.56,640,0.000482398,0.109303,0.875848,0.766548,-0.0123112,0.192006,1.14296,-0.766548,-0.774731,0,0.00532295,2.4797,0.257206,
73,0.01,0.0001,13.6028,2000,7.39453,7.47026,3.40273,7.39258,0,0,1603.3,640,0.000514526,0.112134,0.909284,0.797154,-0.0128916,0.186884,1.19187,-0.797154,-0.805911,0,0.00554563,2.48319,0.249203,
74,0.01,0.0001,8.07776,8,7.96545,2.91229,0.3,8.07919,2,1,6.38572,640,-0.000235277,0.115912,0.541262,0.42535,-0.00764522,0.207173,1.21911,-0.724833,-0.730055,0,0.00609007,2.4325,0.282876,
75,0.01,0.0001,13.2958,1841.33,7.41532,7.46227,3.3656,7.41411,0.666667,0.333333,1473,640,0.000420875,0.116074,0.835104,0.719031,-0.0114505,0.19536,0.851754,-0.547038,-0.552908,0,0.00556629,2.44371,0.24279,
76,0.01,0.0001,8.972,494,7.35703,7.50843,4.17017,7.35316,2,1,453.145,640,4.65422e-05,0.121457,0.657169,0.535712,-0.00882769,0.176981,0.939081,-0.525226,-0.53204,0,0.00535257,2.46441,0.312891,
77,0.01,0.0001,9.9357,767.5,3.60069,3.59618,1.85672,3.60081,1,0.5,673.312,640,3.89352e-05,0.122719,0.637119,0.5144,-0.0113062,0.18966,1.03713,-0.549059,-0.55322,0,0.0058097,2.43281,0.320668,
78,0.01,0.0001,10.1803,595.8,4.34413,4.44819,2.48073,4.34147,0.8,0.4,546.363,640,1.60747e-05,0.124763,0.649876,0.525115,-0.0104343,0.196563,1.06484,-0.439086,-0.442308,0,0.00576266,2.38486,0.454886,
79,0.01,0.0001,8.14387,226.154,2.23882,2.33125,1.25667,2.23645,0.615385,0.307692,211.722,640,-0.000332488,0.127443,0.507151,0.379707,-0.00998859,0.191993,0.994505,-0.317117,-0.319032,0,0.00580638,2.43168,0.852921,
80,0.01,0.0001,7.16682,46.38,0.720003,0.787511,0.43479,0.718276,0.2,0.1,47.4707,640,-0.000504672,0.130297,0.418505,0.288208,-0.0104285,0.242336,0.996152,-0.375025,-0.376777,0,0.00439548,2.45616,0.881857,
81,0.01,0.0001,7.36285,68.6765,1.27697,1.15644,0.630895,1.27897,0.352941,0.176471,69.6729,640,-0.000366608,0.132793,0.478624,0.345831,-0.0109482,0.273525,1.01655,-0.402808,-0.405171,0,0.00566028,2.42003,0.802104,
82,0.01,0.0001,7.80275,105.63,1.06699,1.14175,0.62316,1.06507,0.296296,0.148148,104.165,640,-0.000336565,0.135241,0.492794,0.357553,-0.0110843,0.271595,0.972613,-0.334323,-0.335366,0,0.00433338,2.44026,1.32828,
83,0.01,0.0001,7.20275,36.0606,0.649584,0.581737,0.326604,0.650863,0.181818,0.0909091,37.3327,640,-0.00042477,0.137727,0.451737,0.31401,-0.0115112,0.307467,1.051,-0.423062,-0.424257,0,0.00379753,2.45172,1.48643,
84,0.01,0.0001,7.18224,43.6226,0.683827,0.746181,0.405806,0.682232,0.188679,0.0943396,43.6436,640,-0.000280544,0.13995,0.531983,0.392032,-0.0110614,0.324181,1.0899,-0.473399,-0.475502,0,0.00497703,2.44962,0.937741,
85,0.01,0.0001,7.47465,71.9091,1.09137,1.16666,0.64087,1.08944,0.30303,0.151515,71.9248,640,-0.000197082,0.142144,0.580394,0.43825,-0.0111206,0.359623,1.13222,-0.631128,-0.63636,0,0.00546567,2.44963,0.496378,
86,0.01,0.0001,10.0498,740.75,7.2398,7.44674,4.04648,7.23451,2,1,703.836,640,0.00035614,0.144319,0.820173,0.675854,-0.0120333,0.356025,1.31159,-0.714939,-0.719119,0,0.0050757,2.48811,0.5081,
87,0.01,0.0001,8.68368,320.5,2.47646,2.61916,1.33973,2.4728,0.666667,0.333333,277.455,640,0.00024538,0.146436,0.814687,0.668251,-0.0110833,0.377873,1.08891,-0.563562,-0.567554,0,0.00533492,2.473,0.52561,
88,0.01,0.0001,10.0123,642.714,4.1933,4.25085,2.24648,4.19183,1.14286,0.571429,558.354,640,0.000211068,0.14896,0.761506,0.612546,-0.0118184,0.368748,1.48571,-0.886576,-0.893399,0,0.0072072,2.45388,0.4598,
89,0.01,0.0001,8.42703,491.5,3.62362,3.70817,1.98129,3.62145,1,0.5,465.699,640,-2.51458e-06,0.152461,0.665412,0.512951,-0.0126188,0.379981,1.13887,-0.615688,-0.621262,0,0.00533267,2.4243,0.472146,
90,0.01,0.0001,9.51268,620.75,5.53818,5.68427,3.01036,5.53444,1.5,0.75,571.325,640,0.000318228,0.153975,0.822785,0.668809,-0.0124754,0.378968,1.12669,-0.633161,-0.637,0,0.00591781,2.38741,0.46359,
91,0.01,0.0001,10.2041,497.2,4.3426,4.46167,2.30526,4.33955,1.2,0.6,464.444,640,0.00022877,0.156718,0.759445,0.602727,-0.0133434,0.373284,1.11777,-0.630918,-0.634451,0,0.00605811,2.35437,0.527724,
92,0.01,0.0001,9.18892,492,4.4002,4.53467,2.37765,4.39676,1.2,0.6,449.636,640,0.00025366,0.159272,0.783695,0.624423,-0.0136798,0.387809,1.01922,-0.656221,-0.662631,0,0.00488197,2.397,0.469364,
93,0.01,0.0001,12.9014,1728.5,7.32915,7.45109,3.72504,7.32603,1,0.5,1531.23,640,0.000632434,0.162575,0.976718,0.814145,-0.0170782,0.382277,1.27159,-0.808758,-0.813884,0,0.00538111,2.36926,0.467648,
94,0.01,0.0001,13.1643,1000,3.55727,3.55654,1.91346,3.55729,0,0,905.101,640,0.00025382,0.165848,0.764587,0.59874,-0.0155693,0.383065,1.08253,-0.650806,-0.655273,0,0.00601341,2.35153,0.515038,
95,0.01,0.0001,10.6108,874.25,5.45119,5.54969,2.83931,5.44866,1.5,0.75,771.344,640,0.00032747,0.167653,0.796959,0.629306,-0.0150535,0.381393,1.16846,-0.709055,-0.714469,0,0.00416973,2.37102,0.500799,
96,0.01,0.0001,13.4691,2000,7.29115,7.3433,3.74618,7.28982,0,0,1764.56,640,0.00062775,0.171254,0.99695,0.825704,-0.0187807,0.376153,1.24023,-0.836127,-0.844277,0,0.00500006,2.37503,0.453019,
97,0.01,0.0001,13.4378,2000,7.66184,7.74945,3.34502,7.6596,0,0,1618.44,640,0.000939498,0.174895,1.28574,1.11085,-0.0152666,0.372767,1.90077,-1.11085,-1.11948,0,0.00568384,2.36636,0.435863,
98,0.01,0.0001,13.3873,2000,7.50355,7.57311,2.93376,7.50176,0,0,1452.35,640,0.000743413,0.178117,1.10061,0.922496,-0.0167361,0.36624,1.40194,-0.922496,-0.932506,0,0.00499493,2.3647,0.449359,
99,0.01,0.0001,13.6186,2000,7.55226,7.60022,3.12661,7.55103,0,0,1520.58,640,0.000800994,0.181559,1.15636,0.974811,-0.0174197,0.407774,1.54839,-0.974811,-0.982661,0,0.00568689,2.37666,0.418437,
100,0.01,0.0001,18.9007,2000,7.15144,7.18966,3.571,7.15046,0,0,1749.25,640,0.000501378,0.186243,0.878724,0.692487,-0.0224143,0.375314,1.00364,-0.692487,-0.699934,0,0.00639491,2.35431,0.454292,
101,0.01,0.0001,12.8086,1515,7.20071,7.26304,3.79193,7.19911,2,1,1354.31,640,0.000433087,0.189768,0.796001,0.606233,-0.0217412,0.432489,0.978754,-0.661529,-0.667528,0,0.00739626,2.30837,0.471862,
102,0.01,0.0001,14.4109,2000,7.13802,7.21881,3.61497,7.13595,0,0,1752.22,640,0.000495514,0.191677,0.879791,0.688122,-0.0224343,0.391597,0.951463,-0.666124,-0.674448,0,0.00530702,2.31697,0.482738,
103,0.01,0.0001,14.1696,2000,7.28747,7.31605,3.29242,7.28674,0,0,1602.49,640,0.000589603,0.196794,0.961717,0.764928,-0.0222869,0.424942,1.11216,-0.764928,-0.771765,0,0.00518813,2.31931,0.565424,
104,0.01,0.0001,14.4625,2000,7.17247,7.18436,3.34012,7.17217,0,0,1650.08,640,0.000484131,0.200759,0.86865,0.667894,-0.0229025,0.383594,0.953188,-0.667894,-0.674868,0,0.00586125,2.25717,0.713853,
105,0.01,0.0001,14.1234,2000,7.25648,7.22006,3.214,7.25741,0,0,1590.06,640,0.000503454,0.204257,0.877258,0.673005,-0.0235923,0.369288,0.955608,-0.673005,-0.681065,0,0.00509762,2.26311,0.499034,
106,0.01,0.0001,11.2075,1013,7.46291,7.49158,3.49524,7.46218,2,1,803.873,640,0.000469372,0.207755,0.901854,0.694099,-0.0174714,0.379737,1.13338,-0.738911,-0.745313,0,0.00619175,2.27683,0.545179,
107,0.01,0.0001,13.549,1757,7.37533,7.43083,3.37196,7.3739,1,0.5,1404.63,640,0.000584805,0.209722,0.954645,0.744927,-0.0225479,0.390622,1.04451,-0.695738,-0.701751,0,0.00531263,2.27792,0.504812,
108,0.01,0.0001,16.8465,2000,7.14638,7.18216,3.45108,7.14547,0,0,1698.23,640,0.000467977,0.213746,0.856106,0.642365,-0.0273613,0.406189,0.851237,-0.607836,-0.616727,0,0.00507037,2.30057,0.484318,
109,0.01,0.0001,13.9414,2000,7.21186,7.12903,3.55961,7.21399,0,0,1734.43,640,0.000451124,0.219992,0.836126,0.616139,-0.025465,0.368402,0.925932,-0.616139,-0.622982,0,0.00493059,2.24434,0.47524,
