step,max_kl,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,collisions,collisions_human,fuel,circumference,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,value_loss,policy_loss,final_policy_loss,i_scale,kl,entropy,gd_time,total_time
33,0.01,0.0001,12.4294,1095.33,7.17179,7.68664,4.1351,7.15861,1.33333,0.666667,1005.04,640,-0.000404681,0.0292071,0.0915386,0.062333,-0.0245119,0.0983241,0.0340451,-0.162894,-0.167416,0,0.00541088,2.68133,0.121532,690.192
34,0.01,0.0001,9.46172,472,7.56382,8.11819,4.47003,7.54964,2,1,411.426,640,-4.83161e-05,0.0307038,0.14034,0.109637,-0.0153578,0.101313,0.0191263,-0.100512,-0.102673,0,0.00527209,2.7136,0.132522,719.828
35,0.01,0.0001,9.06912,519.667,4.94518,5.0507,2.50146,4.94247,1.33333,0.666667,431.767,640,-0.000425545,0.031177,0.0984706,0.0672937,-0.0158768,0.0971504,0.02265,-0.107572,-0.110296,0,0.00533242,2.70864,0.141281,752.091
36,0.01,0.0001,12.2682,1570.33,7.4895,7.45616,3.72257,7.49035,1.33333,0.666667,1254.15,640,7.54775e-06,0.0321472,0.141339,0.109187,-0.0186984,0.135654,0.0106886,-0.0488066,-0.0503074,0,0.00524848,2.70801,0.261796,787.617
37,0.01,0.0001,11.4151,1333.33,4.77095,4.72403,2.81765,4.77215,0,0,1230.86,640,-0.000346835,0.0332914,0.10835,0.0750625,-0.021383,0.165287,0.0364139,-0.171413,-0.174146,0,0.00440092,2.70257,0.124618,801.171
38,0.01,0.0001,12.0869,986,7.13093,7.47819,4.26059,7.12203,2,1,882.39,640,-5.57026e-05,0.0348646,0.135303,0.100438,-0.0166591,0.110694,0.0149598,-0.0951011,-0.0974631,0,0.00549108,2.7066,0.136913,827.528
39,0.01,0.0001,13.3833,1492,7.59274,7.52745,3.5004,7.59442,1,0.5,1187.31,640,0.000106715,0.0353979,0.170048,0.13464,-0.0187394,0.114975,0.0234202,-0.110221,-0.113177,0,0.00563007,2.70253,0.142614,862.468
40,0.01,0.0001,11.559,1330.33,5.08593,5.10261,2.41616,5.0855,0.666667,0.333333,1074.41,640,4.23922e-05,0.0363279,0.160245,0.123913,-0.014008,0.146482,0.0476225,-0.16922,-0.1726,0,0.00555421,2.67139,0.143428,886.735
41,0.01,0.0001,11.8037,1246,7.40174,7.5932,3.82347,7.39684,1,0.5,1005.84,640,5.25132e-05,0.0377203,0.168917,0.131185,-0.014601,0.20843,0.0408112,-0.177971,-0.182608,0,0.00667061,2.63064,0.148249,901.247
42,0.01,0.0001,12.5434,2000,8.60304,8.58426,1.51902,8.60352,0,0,1189.36,640,0.000936772,0.0390972,0.389441,0.350354,-0.00022223,0.122436,0.150032,-0.350354,-0.359096,0,0.00602739,2.68495,0.133487,914.256
43,0.01,0.0001,15.0643,2000,7.57846,7.52297,3.31563,7.57988,0,0,1618.13,640,-5.15215e-05,0.0411166,0.158016,0.116901,-0.0251249,0.119529,0.0227401,-0.116901,-0.119885,0,0.00467671,2.70351,0.135224,929.783
44,0.01,0.0001,9.65309,629,7.33198,7.49068,4.06993,7.32792,2,1,575.55,640,-0.000474719,0.0424632,0.0746809,0.0322177,-0.0367884,0.125624,0.0219213,-0.08294,-0.0849453,0,0.00582852,2.69313,0.163958,1001.8
45,0.01,0.0001,8.56222,314.375,1.91529,1.86941,0.761653,1.91647,0.25,0.125,237.49,640,-0.000518469,0.04257,0.103167,0.0605973,-0.0255773,0.124214,0.0253825,-0.094076,-0.0964006,0,0.00562399,2.71047,0.160331,1047.6
46,0.01,0.0001,9.00935,501.8,4.62505,3.98923,1.75053,4.64056,0.8,0.4,375.479,640,-0.000331364,0.0440255,0.119263,0.0752379,-0.0260132,0.120638,0.0230348,-0.0819523,-0.0830929,0,0.00472524,2.70141,0.16759,1137.45
47,0.01,0.0001,8.58365,361,3.05751,3.02906,1.30606,3.05821,0.6,0.3,282.556,640,-0.000608894,0.0452553,0.0941096,0.0488538,-0.0245508,0.138522,0.0185432,-0.0796805,-0.0818745,0,0.0071015,2.6639,0.419518,1185.25
48,0.01,0.0001,10.9751,1002.6,4.44121,4.41653,2.00296,4.44184,0.4,0.2,784.472,640,-0.000239529,0.0466472,0.13129,0.0846462,-0.021441,0.233593,0.0271518,-0.132663,-0.135935,0,0.00542777,2.68356,0.15326,1201.96
49,0.01,0.0001,7.92307,25,7.98465,3.71634,1.03833,8.08983,2,1,23.3537,640,-0.000441797,0.0489548,0.0886628,0.0397079,-0.029342,0.141423,0.029012,-0.115975,-0.118929,0,0.00615067,2.68061,0.257414,1242.14
50,0.01,0.0001,10.16,754,5.63409,5.68974,2.756,5.63267,1,0.5,584.416,640,-6.53528e-05,0.0491723,0.158257,0.109089,-0.0160917,0.140611,0.024147,-0.105257,-0.107405,0,0.00444667,2.68998,0.266237,1281.64
51,0.01,0.0001,10.5769,1015,5.85713,5.88672,2.47966,5.85637,1,0.5,771.457,640,5.26502e-05,0.0504371,0.190556,0.140114,-0.0142219,0.145473,0.0968346,-0.28467,-0.292725,0,0.00625375,2.70934,0.190201,1296.07
52,0.01,0.0001,13.5563,2000,7.44395,7.48585,3.66846,7.44288,0,0,1725.4,640,0.000147678,0.0532737,0.205911,0.15264,-0.0192017,0.162319,0.0318355,-0.15264,-0.15782,0,0.00575035,2.68722,0.186483,1310.24
53,0.01,0.0001,7.34828,30,7.60747,5.17435,1.25499,7.66783,2,1,26.6514,640,-0.000540407,0.0549,0.0928487,0.0379486,-0.0112623,0.174246,0.0416755,-0.149403,-0.154182,0,0.0056019,2.67917,0.210645,1332.83
54,0.01,0.0001,11.4277,1050,7.65659,9.25815,3.12465,7.61592,1,0.5,823.43,640,-0.000160062,0.0556029,0.175945,0.120329,-0.00491666,0.186357,0.0274053,-0.119009,-0.121439,0,0.00498878,2.68869,0.179193,1375.44
55,0.01,0.0001,11.4099,1239.25,7.54458,7.73325,3.66576,7.53976,1,0.5,975.617,640,0.000117274,0.0564684,0.190309,0.133832,-0.0196197,0.153136,0.0326769,-0.153953,-0.158156,0,0.00524068,2.70037,0.308098,1389.09
56,0.01,0.0001,15.1697,2000,7.20433,7.0627,3.5283,7.20796,0,0,1684.07,640,-0.000197949,0.0593812,0.133546,0.0741362,-0.0536647,0.149501,0.0114546,-0.0741362,-0.0770924,0,0.00592792,2.71633,0.172663,1404.85
57,0.01,0.0001,13.4147,2000,7.84103,7.85124,3.24594,7.84076,0,0,1492.07,640,0.000313527,0.060686,0.24542,0.184706,-0.0187769,0.256845,0.0472469,-0.184706,-0.190366,0,0.0050711,2.71259,0.254595,1419.05
58,0.01,0.0001,14.9963,2000,7.88743,8.06311,2.66971,7.88293,0,0,1415.08,640,8.18671e-05,0.0623891,0.274928,0.212537,-0.0116761,0.157557,0.0587347,-0.212537,-0.218582,0,0.00567315,2.69491,0.176323,1434.68
59,0.01,0.0001,10.9699,1534,7.18236,7.29069,3.86664,7.17958,2,1,1293.45,640,5.17374e-06,0.064485,0.127533,0.0630483,-0.044416,0.152958,0.032454,-0.140509,-0.142781,0,0.00537462,2.67169,0.187494,1459.96
60,0.01,0.0001,13.2258,2000,7.7066,7.59282,3.0632,7.70952,0,0,1471.14,640,0.000336774,0.064877,0.261559,0.19665,-0.0139744,0.148843,0.0476121,-0.184239,-0.19,0,0.0056237,2.65204,0.16909,1473.57
61,0.01,0.0001,15.0273,2000,8.04765,8.10884,2.06591,8.04608,0,0,1322.45,640,0.000740058,0.0675961,0.38069,0.313121,0.0119505,0.154903,0.117985,-0.313121,-0.321776,0,0.00597185,2.65061,0.175413,1489.2
62,0.01,0.0001,13.2018,1760,7.76066,8.13564,3.32084,7.75105,2,1,1362.74,640,0.000280433,0.0697094,0.209013,0.139304,-0.0174682,0.174112,0.0183589,-0.0777423,-0.0796334,0,0.00604156,2.64262,0.259803,1522.28
63,0.01,0.0001,11.4491,1030,5.02063,4.9469,1.81696,5.02252,0.666667,0.333333,756.766,640,-1.18116e-05,0.0705183,0.167304,0.0967766,-0.0211982,0.228607,0.0674791,-0.223898,-0.230099,0,0.00709444,2.6154,0.374188,1539.14
64,0.01,0.0001,9.92142,575,7.38923,7.1671,4.15256,7.39492,2,1,533.569,640,-0.000319599,0.0742759,0.105035,0.0307588,-0.0408699,0.184271,0.0481277,-0.166269,-0.169617,0,0.0051442,2.6381,0.189971,1565.63
65,0.01,0.0001,16.5664,2000,7.9652,8.06164,2.39736,7.96272,0,0,1422.07,640,0.000332868,0.0747408,0.302127,0.227401,-0.0104682,0.188163,0.0540251,-0.201128,-0.205537,0,0.00569269,2.61273,0.291284,1584.03
66,0.01,0.0001,12.7808,1115,7.55002,7.50675,3.06658,7.55113,2,1,866.752,640,0.000133603,0.0784704,0.168976,0.0905056,-0.00946114,0.16457,0.0644718,-0.200716,-0.206065,0,0.00579574,2.63596,0.185821,1611.28
67,0.01,0.0001,13.3168,2000,7.9199,8.13421,2.00119,7.91441,0,0,1326.67,640,0.000351278,0.0787114,0.302632,0.22392,-0.033132,0.171348,0.0345034,-0.16116,-0.16479,0,0.00497044,2.63269,0.210654,1625.06
68,0.01,0.0001,13.0261,2000,8.13004,7.90067,2.38308,8.13592,0,0,1400.51,640,0.000562371,0.0826504,0.323826,0.241188,0.00357839,0.160104,0.082416,-0.241188,-0.246007,0,0.00425693,2.65636,0.177369,1638.7
69,0.01,0.0001,11.6329,523,7.52895,7.88446,4.45061,7.51985,2,1,455.872,640,2.90432e-05,0.0849128,0.167386,0.0824728,-0.019416,0.18757,0.0115152,-0.05726,-0.0590755,0,0.00498644,2.6809,0.193643,1663.08
70,0.01,0.0001,12.723,1820.5,7.44947,7.4739,2.81532,7.44885,1,0.5,1351.31,640,1.84243e-05,0.0865363,0.17363,0.0870899,-0.0391121,0.182606,0.0289064,-0.134396,-0.139176,0,0.00482253,2.67537,0.219612,1677.41
71,0.01,0.0001,12.9932,2000,8.24743,8.14059,1.73723,8.25017,0,0,1362.54,640,0.000647292,0.0891432,0.371473,0.28233,0.00163168,0.165796,0.0957394,-0.28233,-0.28931,0,0.00602154,2.66389,0.182272,1691.04
72,0.01,0.0001,13.3373,2000,7.67323,7.58219,3.3299,7.67556,0,0,1554.12,640,5.46681e-05,0.0924523,0.187639,0.0951237,-0.0439675,0.170598,0.0205258,-0.0951237,-0.0986249,0,0.0057184,2.63909,0.186152,1705.01
73,0.01,0.0001,18.7827,2000,8.44504,8.23467,1.86745,8.45043,0,0,1294.22,640,0.000524693,0.0938545,0.327544,0.233661,-0.00672617,0.170578,0.0765093,-0.233661,-0.239933,0,0.00531668,2.66503,0.189933,1724.45
74,0.01,0.0001,13.549,2000,7.66619,7.54746,3.15696,7.66923,0,0,1521.95,640,-0.000111623,0.097517,0.200302,0.102808,-0.0665846,0.167245,0.0196494,-0.102808,-0.105704,0,0.00428171,2.66658,0.185697,1738.63
75,0.01,0.0001,12.69,2000,7.67097,7.82781,3.79541,7.66694,0,0,1671.88,640,0.00058907,0.0988461,0.358145,0.25931,0.0046062,0.168964,0.0835194,-0.25931,-0.266449,0,0.00501805,2.68532,0.187173,1751.97
76,0.01,0.0001,15.1343,2000,7.54674,7.60853,3.05528,7.54516,0,0,1454.58,640,8.91156e-05,0.102125,0.23608,0.133976,-0.0177735,0.170691,0.0283352,-0.133976,-0.137536,0,0.00546302,2.70286,0.185941,1767.75
77,0.01,0.0001,13.5447,2000,7.51856,7.60736,2.71064,7.51629,0,0,1428.36,640,-0.000139332,0.104567,0.216171,0.111629,-0.0654022,0.172392,0.020684,-0.111629,-0.114173,0,0.00607244,2.65429,0.188759,1781.95
78,0.01,0.0001,13.4373,2000,7.17317,7.1346,3.19938,7.17416,0,0,1550.1,640,-4.79031e-06,0.106889,0.219814,0.112931,-0.0990084,0.169906,0.0194752,-0.112931,-0.117448,0,0.00596714,2.63738,0.224812,1796.12
79,0.01,0.0001,15.7089,2000,7.19769,7.26675,2.20547,7.19592,0,0,1221.75,640,-0.000233695,0.109749,0.169979,0.0602055,-0.0681127,0.178584,0.00906513,-0.0602055,-0.0618832,0,0.0050131,2.62325,0.192744,1812.53
80,0.01,0.0001,12.6905,2000,7.65108,7.50123,2.45989,7.65493,0,0,1330.14,640,0.00021735,0.110927,0.243444,0.132474,0.0142543,0.208699,0.0326724,-0.132474,-0.136608,0,0.00551302,2.64268,0.303101,1826.07
81,0.01,0.0001,13.5018,2000,7.68587,7.52277,2.2435,7.69006,0,0,1464.53,640,-6.82663e-05,0.113915,0.222558,0.108621,-0.0303946,0.177915,0.0209051,-0.108621,-0.112925,0,0.00627605,2.63875,0.192887,1840.3
82,0.01,0.0001,12.7847,2000,7.63118,7.48002,2.33303,7.63506,0,0,1370.99,640,6.01417e-05,0.116256,0.239323,0.123092,-0.0635367,0.178794,0.0235058,-0.123092,-0.125933,0,0.00435232,2.66217,0.201054,1853.76
83,0.01,0.0001,12.7688,2000,8.1583,7.90419,1.78533,8.16482,0,0,1162.44,640,0.000460027,0.117668,0.318768,0.201066,0.0110636,0.188009,0.0598647,-0.201066,-0.207298,0,0.00621496,2.64101,0.225592,1867.3
84,0.01,0.0001,12.7498,2000,7.44833,7.57303,2.2847,7.44514,0,0,1308.46,640,0.000135647,0.120294,0.236638,0.116298,-0.0123709,0.174395,0.0236343,-0.116298,-0.119505,0,0.0051256,2.62866,0.19744,1880.72
85,0.01,0.0001,11.3084,1348,7.84159,8.37928,3.17841,7.82781,2,1,1007.89,640,0.000202275,0.123718,0.204756,0.0810385,-0.0111513,0.209769,0.0195606,-0.0899227,-0.091814,0,0.00500706,2.6086,0.204725,1910.28
86,0.01,0.0001,15.3866,1810,7.50319,7.66555,3.21506,7.49902,1,0.5,1343.27,640,0.000177404,0.124961,0.215795,0.0908521,-0.0352537,0.176701,0.0163479,-0.0632043,-0.0654351,0,0.00504287,2.62733,0.206743,1935.75
87,0.01,0.0001,12.3137,1387,7.66741,7.95775,2.81156,7.65998,1,0.5,960.296,640,0.000159892,0.127247,0.233616,0.106375,-0.0246562,0.186336,0.0427973,-0.17707,-0.182006,0,0.00501848,2.60005,0.283744,1950.25
88,0.01,0.0001,13.1159,2000,7.89348,7.71145,2.69163,7.89815,0,0,1435.5,640,0.000369654,0.131312,0.31574,0.184401,-0.0256376,0.179019,0.0471403,-0.184401,-0.188706,0,0.00481497,2.6263,0.197332,1964.11
89,0.01,0.0001,13.1308,2000,8.34297,8.1967,1.72401,8.34672,0,0,1309.96,640,0.000529353,0.132595,0.348376,0.215742,-0.00451266,0.179456,0.0666653,-0.215742,-0.221566,0,0.00545311,2.61294,0.204821,1977.94
90,0.01,0.0001,15.2307,2000,8.21829,8.36715,2.5757,8.21448,0,0,1332.35,640,0.000801806,0.135238,0.432263,0.296989,0.018458,0.183495,0.108617,-0.296989,-0.30122,0,0.00569454,2.56717,0.201046,1993.87
91,0.01,0.0001,12.8542,2000,7.99442,8.11546,1.43112,7.99131,0,0,1215.06,640,0.000447895,0.137965,0.375487,0.237527,0.00963476,0.221184,0.0677721,-0.237527,-0.243591,0,0.00634617,2.53432,0.336136,2007.6
92,0.01,0.0001,13.2482,2000,7.96021,8.17752,1.86195,7.95463,0,0,1345.84,640,0.000416636,0.142314,0.382657,0.240354,-0.0204715,0.186219,0.0677796,-0.240354,-0.24545,0,0.00483521,2.57941,0.20294,2021.6
93,0.01,0.0001,14.4708,2000,7.59527,7.52563,2.22969,7.59706,0,0,1373.62,640,-6.34125e-05,0.145835,0.224977,0.0791153,-0.0585186,0.296678,0.01451,-0.0791153,-0.0815068,0,0.00534718,2.54335,0.313597,2037.04
94,0.01,0.0001,15.2764,2000,7.59467,7.66707,1.93418,7.59282,0,0,1269.47,640,-0.0002822,0.149589,0.259733,0.110127,-0.0308872,0.225307,0.0229591,-0.110127,-0.11453,0,0.00620467,2.57675,0.265305,2053.2
95,0.01,0.0001,12.2824,2000,7.63199,7.68153,2.87954,7.63072,0,0,1487.79,640,-7.27881e-05,0.152486,0.252892,0.100406,-0.0423633,0.183766,0.021864,-0.100406,-0.102671,0,0.00455398,2.56133,0.207847,2066.23
96,0.01,0.0001,16.2938,2000,7.11216,7.13066,2.69105,7.11169,0,0,1394.24,640,-0.000348429,0.155748,0.19523,0.0395082,-0.142513,0.185875,0.00829487,-0.0395082,-0.0419389,0,0.00705982,2.51703,0.318638,2083.37
97,0.01,0.0001,15.1204,2000,7.88661,7.73448,1.4819,7.89051,0,0,1322.24,640,0.000384791,0.157607,0.365146,0.207545,-0.0171716,0.288151,0.053834,-0.207545,-0.211757,0,0.00518749,2.51323,0.322864,2099.45
98,0.01,0.0001,14.6229,2000,7.15866,6.99182,3.42211,7.16293,0,0,1545.58,640,-0.000786432,0.163497,0.0697878,-0.0937957,-0.242466,0.206358,0.0176954,0.0937957,0.0910077,0,0.00500259,2.49314,0.216001,2114.86
99,0.01,0.0001,14.0041,2000,7.69353,7.64716,2.12371,7.69472,0,0,1263.76,640,0.000335092,0.162216,0.32293,0.160721,-0.00464439,0.202985,0.0391905,-0.160721,-0.1653,0,0.0062835,2.4703,0.22182,2129.64
100,0.01,0.0001,12.8938,2000,7.81226,7.63587,2.33908,7.81678,0,0,1418.4,640,0.000155131,0.165909,0.338224,0.172317,-0.0868561,0.194349,0.0386011,-0.172317,-0.178313,0,0.00734368,2.47892,0.211143,2143.28
101,0.01,0.0001,12.631,2000,8.21062,8.31756,2.12965,8.20788,0,0,1341.77,640,0.000573738,0.168552,0.438021,0.269524,-0.0182577,0.199213,0.0878703,-0.269524,-0.275427,0,0.00422924,2.47592,0.21548,2156.65
102,0.01,0.0001,13.0083,2000,8.06731,8.11232,1.87644,8.06616,0,0,1392,640,0.000489421,0.171175,0.389661,0.218485,-0.0248899,0.204274,0.06087,-0.218485,-0.222855,0,0.00331909,2.47933,0.226878,2170.41
103,0.01,0.0001,15.7618,2000,7.84692,7.96335,2.09895,7.84394,0,0,1290.96,640,0.000430656,0.174548,0.387885,0.213349,-0.0440417,0.231279,0.0557063,-0.213349,-0.217935,0,0.00515374,2.48433,0.219494,2186.98
104,0.01,0.0001,12.8868,2000,8.06031,7.96068,2.09317,8.06286,0,0,1390.85,640,0.0003795,0.17913,0.342438,0.163226,-0.0341768,0.206814,0.0405548,-0.163226,-0.167404,0,0.0061842,2.4843,0.226228,2200.64
105,0.01,0.0001,6.35491,0,0,0,0,0,0,0,0,640,-0.00111572,0.184827,0.0348652,-0.149961,-0.190927,0.255015,0.0655953,-0.140777,-0.145644,0,0.00721882,2.42538,0.225027,2223.14
106,0.01,0.0001,14.1079,2000,7.99239,8.0029,1.81336,7.99212,0,0,1295.83,640,0.000299786,0.18386,0.364955,0.181086,-0.0372131,0.20872,0.0207644,-0.110914,-0.113621,0,0.0059046,2.4805,0.26693,2237.21
107,0.01,0.0001,12.6617,2000,8.22983,8.26351,2.4078,8.22897,0,0,1448.32,640,0.000595691,0.1884,0.422763,0.23433,-0.0338072,0.233617,0.0713827,-0.23433,-0.241961,0,0.00560879,2.49663,0.235842,2250.67
