step,max_kl,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,collisions,collisions_human,fuel,circumference,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,value_loss,policy_loss,final_policy_loss,i_scale,kl,entropy,gd_time,total_time
17,0.01,0.0001,9.58461,998.75,3.92024,4.0232,2.01813,3.9176,0.5,0.25,830.469,640,-0.000253969,0.0155572,0.095415,0.0798574,0.00234425,0.116747,0.0203463,-0.119359,-0.122693,0,0.00468955,2.7616,0.154226,628.357
18,0.01,0.0001,8.8823,541,3.73021,3.70658,1.86943,3.73081,1,0.5,489.528,640,6.78269e-05,0.0166927,0.0816502,0.0649575,0.00511821,0.125991,0.0113033,-0.085679,-0.0881773,0,0.00528531,2.77332,0.153834,674.099
19,0.01,0.0001,11.0296,878.25,3.77894,3.82039,2.08152,3.77788,0.5,0.25,745.211,640,6.02327e-05,0.0173686,0.0881281,0.0707516,0.00181371,0.126156,0.0090413,-0.0721489,-0.074944,0,0.0055793,2.76225,0.176319,695.79
20,0.01,0.0001,11.3244,1303.5,7.39579,7.34486,3.53764,7.3971,1,0.5,1098.09,640,9.74082e-05,0.0187289,0.0818173,0.0630763,-0.00615524,0.123747,0.0155231,-0.0986511,-0.101218,0,0.00459319,2.76965,0.150091,718.244
21,0.01,0.0001,10.1772,1000,3.80595,3.81833,2.02066,3.80564,0,0,830.851,640,3.9159e-05,0.0196335,0.102025,0.0823743,0.00449569,0.158118,0.0143888,-0.0918452,-0.0951661,0,0.00534195,2.78741,0.129258,739.721
22,0.01,0.0001,10.4705,1000,3.89445,3.85848,1.58082,3.89537,0,0,816.941,640,0.000248502,0.0205921,0.103042,0.082428,0.00600847,0.145234,0.00933766,-0.078435,-0.0802333,0,0.00466973,2.78998,0.152656,781.341
23,0.01,0.0001,10.9193,906.5,7.36293,8.08444,4.02124,7.34447,1.5,0.75,743.046,640,0.000223701,0.0213237,0.0961184,0.0747866,0.00697114,0.131021,0.0190196,-0.112405,-0.116608,0,0.00507482,2.79138,0.159982,806.313
24,0.01,0.0001,10.7417,1000,3.93816,4.00384,1.74643,3.93647,0,0,843.141,640,0.000305168,0.0226338,0.122736,0.100099,0.0126111,0.118664,0.00477924,-0.0491908,-0.0506539,0,0.00453844,2.77348,0.153281,838.869
25,0.01,0.0001,10.2883,669,7.72321,,,7.75625,1.33333,0.666667,523.272,640,-0.000235424,0.0238119,0.0584541,0.034638,-0.0169263,0.147532,0.0066554,-0.0609749,-0.0631978,0,0.00517813,2.76327,0.300462,868.592
26,0.01,0.0001,9.11371,683.333,4.99682,5.06762,2.86449,4.995,1.33333,0.666667,596.436,640,-2.37112e-05,0.0247388,0.08146,0.0567212,0.00458291,0.161171,0.0251929,-0.127136,-0.131775,0,0.00581203,2.75844,0.151669,889.24
27,0.01,0.0001,13.6173,2000,7.75953,7.81576,3.06234,7.75809,0,0,1488.52,640,0.000567421,0.025737,0.164303,0.138554,0.00571276,0.177586,0.0144288,-0.109511,-0.113318,0,0.0055096,2.76802,0.276402,903.791
28,0.01,0.0001,7.35803,48,6.96854,0.210046,0.232709,7.13832,2,1,48.7152,640,-0.000429805,0.0279575,0.0388065,0.010849,-0.0100998,0.155099,0.00880681,-0.0657115,-0.0676939,0,0.00562259,2.74693,0.170318,944.547
29,0.01,0.0001,11.0077,1043.25,5.67457,5.67814,2.62326,5.67448,1.5,0.75,817.4,640,2.86973e-05,0.0279044,0.0851916,0.0572871,-0.0025041,0.151911,0.0115394,-0.0758343,-0.077896,0,0.00456054,2.72745,0.144881,970.495
30,0.01,0.0001,13.9416,2000,7.59661,7.65443,3.51078,7.59513,0,0,1627.69,640,0.000469514,0.0292525,0.153759,0.124538,0.00248468,0.154994,0.0219948,-0.136593,-0.142504,0,0.00581807,2.73212,0.166462,985.699
31,0.01,0.0001,6.61427,0,0,0,0,0,0,0,0,640,-0.000892391,0.0315714,0.0281461,-0.00342524,-0.0275963,0.155397,0.0186411,-0.105806,-0.109039,0,0.00477991,2.74272,0.221175,1006.13
32,0.01,0.0001,13.3972,2000,7.85471,8.07064,2.09669,7.84917,0,0,1391.97,640,0.000511142,0.0314912,0.170657,0.139184,0.00515087,0.170556,0.0211981,-0.131055,-0.135023,0,0.00499555,2.73125,0.156042,1020.61
33,0.01,0.0001,11.2398,1483,7.64668,7.81225,3.49828,7.64244,2,1,1150.16,640,0.000518372,0.0334365,0.129037,0.0956006,0.0065636,0.196445,0.00842403,-0.0756738,-0.0773535,0,0.00500897,2.74961,0.287421,1055.68
34,0.01,0.0001,9.60332,826.333,4.82645,5.08382,2.87994,4.81987,0.666667,0.333333,656.686,640,-0.000295073,0.0342805,0.0723937,0.0381036,-0.0270998,0.216343,0.0214584,-0.10814,-0.112183,0,0.00489917,2.77047,0.244571,1078.15
35,0.01,0.0001,14.422,2000,7.83344,7.78317,2.574,7.83473,0,0,1475.13,640,0.000509519,0.0356301,0.166374,0.130737,0.0111875,0.251591,0.0161451,-0.109845,-0.113159,0,0.00477658,2.76103,0.182576,1092.86
36,0.01,0.0001,13.1154,2000,7.3247,7.60704,3.26113,7.31747,0,0,1418.27,640,0.000311456,0.0376124,0.15302,0.115463,-0.0110191,0.156188,0.0158115,-0.115463,-0.11852,0,0.00363108,2.75673,0.159321,1106.55
37,0.01,0.0001,13.1128,2000,7.38769,7.18246,2.98755,7.39295,0,0,1474.37,640,-6.487e-05,0.0390537,0.0828433,0.0437766,-0.00543807,0.179298,0.00515983,-0.0437766,-0.0462966,0,0.00481399,2.76585,0.187096,1120.29
38,0.01,0.0001,14.2963,2000,7.27997,7.14728,3.17531,7.28338,0,0,1557.45,640,-7.03727e-06,0.0408926,0.106835,0.0659344,-0.0385484,0.166429,0.00576172,-0.0659344,-0.0684854,0,0.00415478,2.76789,0.184795,1135.22
39,0.01,0.0001,8.69171,66,6.43364,8.91825,2.81425,6.37087,2,1,62.26,640,-0.000392638,0.0421083,0.0616185,0.0195102,-0.0233297,0.17027,0.00372125,-0.0346242,-0.0359623,0,0.00494356,2.79256,0.191463,1175.64
40,0.01,0.0001,11.3375,1109.75,7.28086,7.45223,2.93543,7.27632,1,0.5,925.504,640,-0.000233978,0.0424646,0.0731277,0.0306451,-0.0320897,0.194705,0.00236815,-0.0250772,-0.0264903,0,0.00401811,2.78327,0.189277,1191.45
41,0.01,0.0001,11.855,1080,7.30597,7.73265,3.92335,7.29504,2,1,930.174,640,0.000128307,0.0445739,0.0897179,0.0451439,0.000134954,0.263749,0.00699225,-0.0487929,-0.0507666,0,0.00440609,2.78273,0.268787,1224.57
42,0.01,0.0001,10.8988,1333.33,5.04599,4.902,1.98179,5.04968,0,0,1024.72,640,-0.000166117,0.0451705,0.0855898,0.0403819,-0.0254649,0.19788,0.00668663,-0.0653413,-0.0683172,0,0.00374419,2.78472,0.187786,1238.22
43,0.01,0.0001,13.0877,2000,7.47467,7.44013,3.0552,7.47556,0,0,1433.45,640,-0.000180011,0.0472039,0.0828789,0.0355775,-0.00584054,0.235659,0.00447769,-0.0355775,-0.0382641,0,0.00472504,2.77658,0.210889,1252.14
44,0.01,0.0001,12.7254,2000,7.19065,7.11013,3.18944,7.19272,0,0,1497.73,640,-2.59984e-05,0.0484806,0.100971,0.0524699,-0.0865111,0.246715,0.0044615,-0.0524699,-0.0544923,0,0.00574877,2.79969,0.209859,1265.62
45,0.01,0.0001,12.563,1432,7.35057,7.6934,4.36221,7.34178,2,1,1329.73,640,0.000407579,0.0494947,0.113383,0.063888,-0.00639128,0.217874,0.0148937,-0.102364,-0.105783,0,0.00581514,2.77277,0.17234,1292.65
46,0.01,0.0001,13.2212,2000,7.88319,7.91737,2.60279,7.88231,0,0,1486.54,640,0.000482835,0.0500672,0.178247,0.128201,-0.00222826,0.162532,0.0192066,-0.120949,-0.126521,0,0.00438945,2.76366,0.160544,1306.13
47,0.01,0.0001,12.6346,2000,7.57016,7.38867,2.69092,7.57481,0,0,1533.45,640,0.000363373,0.0520022,0.161401,0.109389,-0.00514146,0.183746,0.0144903,-0.109389,-0.112711,0,0.00363857,2.77317,0.220702,1319.44
48,0.01,0.0001,14.2271,2000,8.10037,8.07701,2.13012,8.10097,0,0,1271.73,640,0.000828436,0.0530759,0.231098,0.17803,0.0171382,0.202185,0.0369407,-0.17803,-0.183598,0,0.00403338,2.7714,0.177855,1334.32
49,0.01,0.0001,6.6155,0,0,0,0,0,0,0,0,640,-0.000799238,0.055969,0.0331127,-0.0228562,-0.0715272,0.262606,0.0235496,-0.111964,-0.116514,0,0.00473629,2.79318,0.235897,1354.45
50,0.01,0.0001,13.3283,2000,8.08589,8.03318,2.05473,8.08724,0,0,1352.11,640,0.000654424,0.0555665,0.206237,0.150668,0.00933093,0.206972,0.0236647,-0.139488,-0.144192,0,0.00373414,2.79255,0.198218,1369.37
51,0.01,0.0001,12.6995,2000,7.1888,7.00113,3.46703,7.19361,0,0,1674.87,640,-0.000395599,0.0598714,0.0802857,0.0204138,-0.107703,0.18243,0.00213086,-0.0204138,-0.0218665,0,0.00305634,2.79285,0.269481,1382.85
52,0.01,0.0001,9.39382,491,7.79408,7.9917,4.1633,7.78902,2,1,430.099,640,0.000117037,0.0604577,0.0902068,0.0297491,-0.00851279,0.23344,0.00846345,-0.0717104,-0.0743038,0,0.00488952,2.79515,0.227573,1408.57
53,0.01,0.0001,15.0926,2000,7.65208,7.58344,2.74655,7.65384,0,0,1430.36,640,0.000354441,0.0611848,0.168716,0.107529,-0.0235948,0.209204,0.0171623,-0.117122,-0.12071,0,0.00336227,2.8018,0.269933,1424.37
54,0.01,0.0001,9.41219,434,7.18486,8.52706,5.56231,7.15052,2,1,405.706,640,0.000169634,0.0639431,0.0945902,0.0306472,-0.0104874,0.166508,0.00514178,-0.0219891,-0.0235956,0,0.00423837,2.78663,0.208598,1455.75
55,0.01,0.0001,9.15334,799,4.95805,5.32305,2.17073,4.9487,1.33333,0.666667,659.27,640,-0.000342905,0.0650159,0.0630568,-0.00195916,-0.0638911,0.183998,0.00324261,-0.0135216,-0.0148699,0,0.00478976,2.78408,0.296288,1496.5
56,0.01,0.0001,11.2972,1151,5.80346,5.82403,2.33664,5.80294,1,0.5,831.244,640,0.000147957,0.0661122,0.111589,0.0454785,-0.0323327,0.218676,0.0232006,-0.134941,-0.139034,0,0.00389454,2.79403,0.204566,1510.19
57,0.01,0.0001,6.55785,0,0,0,0,0,0,0,0,640,-0.00089245,0.0697653,0.0322401,-0.0375252,-0.123896,0.18886,0.00671662,-0.0400075,-0.0417929,0,0.00397882,2.78181,0.224451,1554.01
58,0.01,0.0001,12.8416,1467.25,5.81067,5.99472,1.97114,5.80595,0.5,0.25,1032.1,640,5.84564e-05,0.0692308,0.12926,0.0600023,-0.0289674,0.201045,0.0236555,-0.137388,-0.142236,0,0.00374138,2.79987,0.269525,1570.54
59,0.01,0.0001,13.975,754,7.56987,8.20623,3.57529,7.55357,2,1,602.811,640,-6.07735e-06,0.0728462,0.0857132,0.012867,0.0128556,0.170216,0.0160626,-0.0877179,-0.090541,0,0.00317656,2.79518,0.222037,1601.11
60,0.01,0.0001,14.5707,2000,8.05369,8.12025,3.01987,8.05198,0,0,1486.98,640,0.000707568,0.0730198,0.230141,0.157167,-0.00047618,0.19962,0.036493,-0.17497,-0.178908,0,0.00335094,2.79009,0.261111,1615.57
61,0.01,0.0001,12.6151,2000,7.82384,7.8603,2.26577,7.82291,0,0,1285.5,640,0.000511599,0.0753335,0.188348,0.112952,0.00258557,0.261812,0.0166577,-0.112952,-0.118401,0,0.00540451,2.77068,0.263984,1629.05
62,0.01,0.0001,13.1077,2000,8.14373,8.31288,2.84281,8.13939,0,0,1406.9,640,0.000903576,0.0773706,0.264642,0.18731,0.0258567,0.217075,0.0417734,-0.18731,-0.193267,0,0.00409742,2.75057,0.239415,1642.99
63,0.01,0.0001,6.43774,0,0,0,0,0,0,0,0,640,-0.000903359,0.0814581,0.0309139,-0.0505441,-0.100314,0.205553,0.0125755,-0.0635966,-0.0663757,0,0.00486069,2.75353,0.217275,1665.65
64,0.01,0.0001,13.98,2000,8.06563,8.04233,2.56974,8.06623,0,0,1462.21,640,0.000708643,0.0809554,0.224719,0.143777,-0.00936305,0.228432,0.041843,-0.181154,-0.188067,0,0.00413099,2.76679,0.205873,1679.28
65,0.01,0.0001,12.5518,2000,7.30376,7.35039,3.43427,7.30256,0,0,1636.43,640,0.000159505,0.0851324,0.142074,0.0568669,-0.0423904,0.181905,0.00594206,-0.0568669,-0.0594265,0,0.00337073,2.77629,0.225829,1692.56
66,0.01,0.0001,11.4565,1364,7.78188,8.24022,3.82155,7.77013,2,1,1141.61,640,0.000100786,0.0879099,0.103732,0.0158221,0.00930917,0.321558,0.00355236,-0.0175097,-0.0184932,0,0.00340279,2.77759,0.305701,1729.38
67,0.01,0.0001,11.1837,669.667,7.29833,4.982,1.0331,7.33797,1.33333,0.666667,500.878,640,-0.000228687,0.0882927,0.0815814,-0.00673754,-0.135325,0.251005,0.00484488,-0.00722895,-0.0087519,0,0.00416747,2.76131,0.284439,1770.6
68,0.01,0.0001,10.6605,1000,3.65129,3.569,1.72427,3.6534,0,0,811.663,640,-0.000329376,0.0905032,0.0867479,-0.00378082,-0.103679,0.224117,0.00204022,0.00462626,0.00269149,0,0.00498933,2.75754,0.28623,1784.71
69,0.01,0.0001,12.5373,2000,7.52901,7.2411,2.74369,7.5364,0,0,1508.75,640,0.000182731,0.0928357,0.16559,0.0727036,-0.123201,0.255049,0.00758175,-0.0727036,-0.0746109,0,0.00299627,2.74048,0.260928,1798.15
70,0.01,0.0001,12.9161,2000,8.32638,8.35594,2.47514,8.32562,0,0,1390.95,640,0.000903927,0.0938945,0.268868,0.174981,0.0122936,0.229078,0.0374688,-0.174981,-0.181394,0,0.00372753,2.74202,0.317162,1811.98
71,0.01,0.0001,10.0634,0,0,0,0,0,0,0,0,640,-0.000185017,0.0974816,0.0705741,-0.0269074,-0.0369642,0.253181,0.0192338,-0.0927485,-0.096441,0,0.00388208,2.72147,0.278603,1836.84
72,0.01,0.0001,13.1321,2000,8.11474,8.31725,2.66133,8.10955,0,0,1416.69,640,0.000828862,0.0971937,0.271594,0.174421,0.00983412,0.234237,0.0457182,-0.197461,-0.20254,0,0.00349106,2.70789,0.313726,1850.5
73,0.01,0.0001,12.7625,2000,7.48124,7.43979,3.7447,7.48231,0,0,1671.08,640,0.000297068,0.101659,0.204262,0.102681,-0.0911638,0.266984,0.0135246,-0.102681,-0.107298,0,0.00534782,2.66847,0.282903,1864.24
74,0.01,0.0001,11.4681,1466,7.54833,7.71157,4.14432,7.54415,2,1,1304.47,640,0.000269135,0.104157,0.0991033,-0.00505399,-0.0951801,0.351141,0.00834549,-0.0103725,-0.0120845,0,0.00540534,2.69715,0.295248,1916.02
75,0.01,0.0001,9.93075,509.2,3.19661,3.19515,1.14371,3.19665,0.4,0.2,373.129,640,-0.000373834,0.105054,0.0820118,-0.0230574,-0.127247,0.276354,0.00567999,-0.00998436,-0.0116583,0,0.00629132,2.66315,0.335431,1950.69
76,0.01,0.0001,10.4683,1000.33,5.02207,5.19851,2.48799,5.01755,0.666667,0.333333,787.493,640,-2.26341e-05,0.107007,0.109978,0.00295387,-0.161825,0.290812,0.0030172,0.0255273,0.0238686,0,0.00486668,2.68228,0.281469,1974.35
77,0.01,0.0001,10.093,1010.5,7.10431,7.47766,4.19163,7.09476,2,1,851.278,640,-1.24349e-05,0.109205,0.0717165,-0.0374886,-0.196251,0.304303,0.00345179,0.0203789,0.0186066,0,0.00641534,2.63946,0.297466,2008.1
78,0.01,0.0001,10.0583,682.667,5.10611,5.28305,2.62495,5.10158,1.33333,0.666667,556.226,640,-0.000221098,0.110779,0.0726617,-0.0381171,-0.137238,0.277236,0.00577936,0.0526448,0.0507978,0,0.00691492,2.58573,0.332533,2047.66
79,0.01,0.0001,10.0012,683,5.43628,5.66684,3.00849,5.43038,1.5,0.75,598.589,640,-0.000306485,0.112469,0.05913,-0.0533392,-0.208606,0.266207,0.00801133,-0.0287594,-0.0307751,0,0.00464324,2.58481,0.299783,2070.71
80,0.01,0.0001,12.6108,2000,7.71891,7.70862,2.62173,7.71917,0,0,1421.46,640,0.000416622,0.113067,0.224938,0.11189,-0.0669186,0.270041,0.0247285,-0.139417,-0.147254,0,0.00636512,2.60397,0.318038,2084.73
81,0.01,0.0001,17.5589,2000,7.92869,8.00201,2.30812,7.92681,0,0,1380.63,640,0.000356101,0.115389,0.247043,0.131776,-0.0429225,0.279442,0.0212288,-0.131776,-0.135149,0,0.00364021,2.59498,0.300236,2103.3
82,0.01,0.0001,6.84355,0,0,0,0,0,0,0,0,640,-0.000774734,0.118321,0.0379411,-0.0803801,-0.244946,0.292869,0.0131463,-0.0515224,-0.0544293,0,0.0058295,2.57596,0.285249,2126.3
83,0.01,0.0001,10.5771,1000,3.91829,3.88697,1.66556,3.91909,0,0,755.133,640,-0.000243043,0.118577,0.125752,0.0072193,-0.163927,0.260038,0.013769,-0.0146208,-0.0171571,0,0.00529506,2.551,0.272589,2161.75
84,0.01,0.0001,8.90085,614.5,5.82633,4.80542,2.23211,5.85088,1,0.5,488.324,640,-0.000152047,0.119611,0.105605,-0.0140039,-0.162209,0.280606,0.00360341,0.0112807,0.00941354,0,0.00510628,2.58524,0.306796,2196.79
85,0.01,0.0001,11.4124,1161.67,7.58473,7.82028,4.13328,7.5787,1.33333,0.666667,988.915,640,1.78132e-05,0.121546,0.109633,-0.0119244,-0.184063,0.286236,0.00753393,-0.0444743,-0.0470267,0,0.00489706,2.64108,0.273241,2222.71
86,0.01,0.0001,13.8131,1912,7.59332,7.79086,3.42586,7.58826,1,0.5,1494.54,640,0.000281064,0.122146,0.163608,0.0414871,-0.0889178,0.287093,0.0106599,-0.0181551,-0.0201243,0,0.00395996,2.61559,0.297693,2264.73
87,0.01,0.0001,8.29584,505.5,3.82949,2.59679,1.1484,3.85964,0.5,0.25,409.769,640,-0.00050932,0.124779,0.0881683,-0.036587,-0.21457,0.299962,0.0199875,-0.06863,-0.0716773,0,0.00488088,2.59481,0.390595,2288.74
88,0.01,0.0001,14.2459,2000,8.01766,7.77629,2.35522,8.02385,0,0,1465.43,640,0.000420713,0.124938,0.225903,0.100904,-0.0523706,0.309609,0.00787334,-0.0662341,-0.0693928,0,0.00438129,2.59799,0.390331,2302.39
89,0.01,0.0001,14.1884,2000,7.84338,7.95383,2.79603,7.84055,0,0,1462.81,640,0.000430321,0.127347,0.232035,0.104595,-0.0441842,0.338639,0.014181,-0.104595,-0.108321,0,0.00380628,2.61716,0.367259,2317.75
90,0.01,0.0001,10.1232,985,7.61528,7.98344,3.66581,7.60585,2,1,760.283,640,0.000148564,0.129237,0.0912802,-0.0379572,-0.146326,0.354043,0.00371959,0.0278661,0.0264066,0,0.00302929,2.61896,0.32314,2339.5
91,0.01,0.0001,11.6676,1516.5,8.18157,8.27402,2.69176,8.1792,1,0.5,1042,640,0.000652129,0.128986,0.21818,0.0892187,-0.0154531,0.294458,0.0465139,-0.196345,-0.20325,0,0.00565903,2.59598,0.355726,2353.82
92,0.01,0.0001,13.0185,2000,7.75681,7.66878,2.56666,7.75906,0,0,1477.35,640,0.000389229,0.132562,0.225594,0.0929489,-0.0721421,0.310346,0.0121193,-0.0929489,-0.0959849,0,0.00411582,2.58189,0.338225,2367.91
93,0.01,0.0001,11.5934,1481,7.99845,8.19828,3.30297,7.99333,2,1,1082.7,640,0.000603706,0.133988,0.138077,0.00408914,-0.0356041,0.349011,0.0093764,-0.0543555,-0.0568292,0,0.00403318,2.60823,0.33305,2398.52
94,0.01,0.0001,14.2159,1245,7.61169,7.69625,3.09482,7.60953,1,0.5,900.815,640,0.000108169,0.136163,0.150466,0.0143236,-0.164978,0.318182,0.013665,-0.0421624,-0.0455566,0,0.00604392,2.57146,0.345489,2423.83
95,0.01,0.0001,12.1219,1779.5,7.7703,7.80966,3.05211,7.7693,1,0.5,1276.57,640,0.000345197,0.137046,0.170428,0.0333677,-0.105994,0.319045,0.0132775,-0.0427007,-0.0449303,0,0.00483346,2.54436,0.297364,2449.92
96,0.01,0.0001,12.6573,2000,8.00918,7.88464,2.02541,8.01237,0,0,1334.43,640,0.000410366,0.138958,0.24441,0.105444,-0.0760771,0.317075,0.0109893,-0.089835,-0.0945218,0,0.0063821,2.59983,0.318238,2463.39
97,0.01,0.0001,12.597,2000,8.11017,8.041,1.89272,8.11194,0,0,1378.68,640,0.000591455,0.141812,0.283379,0.141592,-0.0125442,0.295882,0.0244305,-0.141592,-0.14663,0,0.00451894,2.60717,0.382694,2477.07
98,0.01,0.0001,6.2612,0,0,0,0,0,0,0,0,640,-0.000831518,0.146914,0.0344017,-0.112512,-0.285104,0.376314,0.0131658,-0.00324004,-0.00628003,0,0.0054169,2.60199,0.404089,2508.55
99,0.01,0.0001,10.7729,904,4.96686,5.27642,1.93955,4.95893,0.666667,0.333333,656.186,640,-0.000306698,0.146581,0.104312,-0.0423073,-0.256698,0.344811,0.018984,-0.0390733,-0.0423625,0,0.00471209,2.59365,0.425358,2533.03
100,0.01,0.0001,14.4895,2000,7.73398,7.7196,2.62977,7.73435,0,0,1490.29,640,0.000308142,0.148233,0.246281,0.0980253,-0.130675,0.322851,0.00624995,-0.0597827,-0.062536,0,0.00309477,2.61855,0.358274,2549.95
101,0.01,0.0001,15.058,2000,8.07198,8.09582,1.82796,8.07137,0,0,1275.61,640,0.000512129,0.149617,0.273969,0.12438,-0.00307393,0.372519,0.019987,-0.12438,-0.128706,0,0.00379972,2.65708,0.369379,2566.19
102,0.01,0.0001,17.2353,2000,7.88913,8.06834,2.19696,7.88453,0,0,1346.69,640,0.000571223,0.152771,0.284304,0.131591,-0.0263514,0.370291,0.0220227,-0.131591,-0.136623,0,0.00329154,2.67437,0.369973,2584.67
103,0.01,0.0001,14.8477,2000,7.9651,7.73589,1.95078,7.97098,0,0,1310.55,640,0.00050197,0.15557,0.278896,0.123321,-0.085256,0.314321,0.0189353,-0.123321,-0.126922,0,0.00478107,2.65575,0.353668,2600.66
104,0.01,0.0001,16.6909,2000,7.8635,7.84519,2.99282,7.86397,0,0,1551.42,640,0.000545782,0.158386,0.292437,0.134148,-0.0492038,0.290945,0.0226976,-0.134148,-0.138634,0,0.00482898,2.6054,0.379406,2618.53
105,0.01,0.0001,12.4586,2000,8.21437,8.06276,1.73797,8.21826,0,0,1356.44,640,0.000731571,0.161002,0.313273,0.152282,0.0241756,0.302402,0.028204,-0.152282,-0.157272,0,0.00350058,2.63262,0.383128,2632.15
106,0.01,0.0001,12.726,2000,7.77421,7.30517,3.11932,7.78624,0,0,1470.23,640,-3.98543e-05,0.165916,0.136063,-0.030189,-0.173494,0.380458,0.00538944,0.030189,0.0282143,0,0.00403481,2.62046,0.378417,2646.12
107,0.01,0.0001,12.9228,2000,7.21631,6.93568,2.59739,7.2235,0,0,1413.77,640,-0.000167377,0.170355,0.210738,0.0404928,-0.470067,0.307756,0.00377778,-0.0404928,-0.0423675,0,0.00336794,2.60615,0.448007,2660.24
