step,max_kl,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,collisions,collisions_human,fuel,circumference,reward_mean,value_mean,ret_mean,adv_mean,explained_variance,rollout_end_time,value_loss,policy_loss,final_policy_loss,i_scale,kl,entropy,gd_time,total_time
239,0.01,0.0001,19.9361,2000,7.58022,7.62366,2.37916,7.5791,0,0,1423.69,640,0.00011973,0.340564,0.358026,0.0173727,-4.80038,0.444758,0.00187676,-0.0173727,-0.0196668,0,0.00993947,1.66234,0.452582,4742.47
240,0.01,0.0001,12.7995,2000,7.79751,7.78102,2.19109,7.79794,0,0,1353.22,640,0.000216706,0.340386,0.325662,-0.0153947,-2.34185,0.484554,0.00159177,0.0153947,0.0147166,0,0.00653274,1.65191,0.475031,4756.83
241,0.01,0.0001,6.08458,0,0,0,0,0,0,0,0,640,-0.000945312,0.34153,0.0103618,-0.331168,-6.81209,0.378042,0.0561913,0.138019,0.1306,0,0.00877843,1.64431,0.544961,4787.76
242,0.01,0.0001,11.7078,1512.33,7.3941,7.30468,2.78345,7.39639,0.666667,0.333333,1086.76,640,-4.4368e-07,0.338992,0.255315,-0.0835627,-5.78366,0.444489,0.00180235,-0.0184529,-0.0199326,0,0.00668136,1.58813,0.436807,4802.36
243,0.01,0.0001,13.0352,2000,8.02531,7.90004,2.02243,8.02852,0,0,1275.98,640,0.000256713,0.33673,0.368146,0.0313071,-1.91731,0.462101,0.00248514,-0.031307,-0.0321353,0,0.00669459,1.53593,0.46259,4816.91
244,0.01,0.0001,12.9903,2000,7.66334,7.75254,2.14963,7.66106,0,0,1271.2,640,0.000408917,0.331763,0.324533,-0.00781453,-1.97543,0.443465,0.00134229,0.00781453,0.0054452,0,0.00955661,1.57274,0.479061,4831.48
245,0.01,0.0001,13.0745,2000,7.44572,7.34608,1.88671,7.44828,0,0,1205.55,640,-1.13607e-05,0.332008,0.387959,0.0564584,-3.5764,0.534889,0.0044086,-0.0564584,-0.0587189,0,0.0090063,1.54562,0.510844,4846.28
246,0.01,0.0001,12.7634,2000,7.62325,7.53947,2.36454,7.6254,0,0,1317.83,640,0.000168981,0.333501,0.349716,0.0161329,-2.86899,0.499763,0.00163768,-0.0161329,-0.0185585,0,0.00944633,1.52994,0.511279,4860.68
247,0.01,0.0001,12.6373,2000,7.28758,7.09099,2.03557,7.29262,0,0,1289.29,640,-0.000184362,0.332905,0.361234,0.0287065,-3.62934,0.587262,0.00200554,-0.0287065,-0.0302851,0,0.00888111,1.43677,0.606302,4875.13
248,0.01,0.0001,12.3275,2000,7.84789,7.79058,1.74198,7.84936,0,0,1175.35,640,0.000352084,0.330156,0.339119,0.00860206,-1.3937,0.487439,0.00133716,-0.00860206,-0.0101788,0,0.00996595,1.47377,0.569374,4889.18
249,0.01,0.0001,12.9749,2000,7.52331,7.67639,2.07711,7.51938,0,0,1302.38,640,0.000131754,0.332294,0.386637,0.0546632,-3.60213,0.558044,0.00421544,-0.0546632,-0.0586934,0,0.00344645,1.43231,0.699279,4904.19
250,0.01,0.0001,20.0065,2000,7.55405,7.47864,2.14158,7.55599,0,0,1266.59,640,-0.0001523,0.333938,0.375026,0.0414441,-3.14168,0.532989,0.00305743,-0.0414441,-0.0450181,0,0.00627872,1.42334,0.510505,4926.02
251,0.01,0.0001,12.919,2000,7.62402,7.46625,1.99212,7.62806,0,0,1315.94,640,0.000439235,0.332177,0.378801,0.0467937,-1.8532,0.515018,0.0036085,-0.0467937,-0.0498328,0,0.00898087,1.45188,0.506118,4940.55
252,0.01,0.0001,12.7759,2000,7.89726,7.8446,1.82298,7.89861,0,0,1294.6,640,0.000330864,0.333475,0.335464,0.00160989,-2.77812,0.527358,0.00159585,-0.00160989,-0.00335874,0,0.00874629,1.44237,0.484173,4954.93
253,0.01,0.0001,13.2887,2000,7.80408,7.92864,2.50205,7.80089,0,0,1356.25,640,0.000381437,0.336664,0.430974,0.0950459,-3.5154,0.468837,0.0107889,-0.0950459,-0.09858,0,0.00865438,1.42527,0.485812,4969.78
254,0.01,0.0001,13.0218,2000,7.09867,6.87092,2.69563,7.10451,0,0,1465.62,640,-0.000224574,0.343846,0.345556,0.00176322,-12.9013,0.520163,0.00253441,-0.00176322,-0.00264911,0,0.00271546,1.3935,0.49198,4984.41
255,0.01,0.0001,13.0216,2000,7.78517,7.67534,2.1341,7.78799,0,0,1340.27,640,0.000444692,0.340862,0.353587,0.0123643,-2.32607,0.498846,0.00174376,-0.0123643,-0.0136366,0,0.00857804,1.4139,0.508542,4999.07
256,0.01,0.0001,12.9399,2000,7.97421,7.93605,2.34035,7.97518,0,0,1370.23,640,0.000505101,0.342487,0.335699,-0.00743117,-2.41867,0.554412,0.00186713,0.00743117,0.00618123,0,0.00743299,1.44989,0.553385,5013.73
257,0.01,0.0001,12.8219,2000,7.73738,7.65881,2.30069,7.73939,0,0,1410.94,640,0.000379733,0.34484,0.412326,0.0678818,-3.95124,0.477806,0.00630887,-0.0678818,-0.0719545,0,0.00990606,1.50319,0.486541,5028.17
258,0.01,0.0001,13.3018,2000,7.86513,7.78066,2.78813,7.8673,0,0,1319.82,640,0.000491351,0.346326,0.439456,0.0938514,-2.5114,0.456483,0.0106103,-0.0938514,-0.0996852,0,0.00661558,1.49749,0.583652,5043.12
259,0.01,0.0001,12.6505,2000,8.03231,8.0297,2.0584,8.03238,0,0,1353.09,640,0.000383967,0.348504,0.40246,0.0541792,-1.83464,0.498169,0.0045595,-0.0541792,-0.0566047,0,0.009113,1.45272,0.531148,5057.43
260,0.01,0.0001,13.1828,2000,7.85915,7.87415,2.44298,7.85877,0,0,1382.45,640,0.000542856,0.353008,0.396525,0.0435068,-4.13149,0.513662,0.00404004,-0.0435068,-0.0462552,0,0.00935786,1.46742,0.536334,5072.3
261,0.01,0.0001,12.6028,2000,7.74884,7.8405,2.23164,7.74648,0,0,1384.44,640,0.000429945,0.356214,0.423944,0.0680914,-3.05831,0.578632,0.00623321,-0.0680914,-0.0708575,0,0.00883766,1.49968,0.630735,5086.9
262,0.01,0.0001,18.8996,2000,8.17984,8.10611,2.03186,8.18173,0,0,1344.13,640,0.000652589,0.358634,0.415439,0.0569244,-1.47417,0.476655,0.00508851,-0.0569244,-0.0599848,0,0.00920958,1.52116,0.468386,5107.42
263,0.01,0.0001,13.1639,2000,8.00991,8.15358,2.07831,8.00623,0,0,1273.55,640,0.000436084,0.363085,0.357681,-0.00603954,-2.7959,0.505039,0.00174428,0.00603955,0.00493624,0,0.00781269,1.52048,0.449572,5122.16
264,0.01,0.0001,12.9491,2000,7.7799,7.96833,2.3051,7.77507,0,0,1310.06,640,0.000250536,0.36807,0.44661,0.0790679,-2.23952,0.525929,0.00781599,-0.0790679,-0.0814479,0,0.0089578,1.47398,0.534262,5136.78
265,0.01,0.0001,13.2092,2000,7.7366,7.91938,2.27996,7.73191,0,0,1378.21,640,0.000385839,0.371443,0.430647,0.059491,-3.433,0.508132,0.0050724,-0.059491,-0.0682401,0,0.0042507,1.46688,0.50188,5151.64
266,0.01,0.0001,12.737,2000,7.66582,7.82228,2.13999,7.66181,0,0,1265.12,640,0.000234897,0.374528,0.408587,0.0341363,-3.62008,0.509828,0.00260835,-0.0341363,-0.0357995,0,0.00872954,1.41699,0.446665,5166.02
267,0.01,0.0001,13.5959,2000,7.79618,7.61352,1.87697,7.80086,0,0,1243.36,640,0.00028384,0.380163,0.388207,0.00781907,-1.73618,0.506186,0.00160364,-0.00781906,-0.00921368,0,0.00957373,1.44572,0.491927,5181.24
268,0.01,0.0001,13.0509,2000,7.95165,8.00721,2.08749,7.95023,0,0,1352.93,640,0.000567673,0.382405,0.425745,0.0433112,-2.49711,0.496371,0.00376127,-0.0433112,-0.0449917,0,0.00756827,1.51638,0.490618,5195.89
269,0.01,0.0001,13.0657,2000,7.77304,7.54605,2.35711,7.77886,0,0,1433.87,640,0.000173552,0.389609,0.413971,0.0243975,-5.96795,0.518226,0.00263826,-0.0243975,-0.0264639,0,0.00824077,1.52128,0.496879,5210.62
270,0.01,0.0001,12.9796,2000,8.07991,7.98644,1.95429,8.08231,0,0,1269.16,640,0.000619216,0.390299,0.431109,0.0407426,-1.86718,0.511678,0.00361473,-0.0407426,-0.0427259,0,0.0086636,1.51888,0.459017,5225.21
271,0.01,0.0001,6.3393,0,0,0,0,0,0,0,0,640,-0.000773351,0.399095,0.0170284,-0.382066,-7.67909,0.454072,0.0444321,0.0623386,0.0542067,0,0.00788717,1.47409,0.616717,5246.87
272,0.01,0.0001,12.7139,2000,8.2149,8.18266,1.98766,8.21572,0,0,1313.77,640,0.000714635,0.39706,0.439638,0.0424663,-1.29533,0.548835,0.00269369,-0.0273733,-0.0321686,0,0.00395805,1.48697,0.427987,5261.01
273,0.01,0.0001,12.7084,2000,8.06954,7.9653,2.0947,8.07221,0,0,1411.4,640,0.000503681,0.401086,0.459588,0.0587245,-2.24714,0.574987,0.00531443,-0.0587245,-0.0632107,0,0.00911908,1.49631,0.518233,5275.51
274,0.01,0.0001,12.9796,2000,8.08177,8.23877,2.10107,8.07774,0,0,1282.66,640,0.000412402,0.403914,0.484624,0.0812081,-2.61142,0.535074,0.00832915,-0.0812081,-0.0855098,0,0.00902462,1.49756,0.613805,5290.32
275,0.01,0.0001,20.1334,2000,7.66578,7.79955,2.32457,7.66235,0,0,1382.51,640,0.000163733,0.410717,0.405257,-0.00590617,-4.37264,0.515475,0.00164011,0.00590617,0.00350592,0,0.00939225,1.44483,0.544302,5312.16
276,0.01,0.0001,12.8444,2000,7.72535,7.89861,1.94912,7.72091,0,0,1334.43,640,0.000409305,0.411056,0.436611,0.0254062,-4.61516,0.525087,0.00245135,-0.0254062,-0.0336386,0,0.00766391,1.49069,0.496461,5326.67
277,0.01,0.0001,13.1169,2000,7.46012,7.48127,2.10272,7.45958,0,0,1267.5,640,0.000131382,0.417224,0.3818,-0.036169,-9.51263,0.528952,0.00348531,0.036169,0.0330991,0,0.00830834,1.4671,0.472035,5341.43
278,0.01,0.0001,12.9995,2000,7.73239,7.74251,1.75999,7.73214,0,0,1267.98,640,0.00040415,0.417323,0.45749,0.0402209,-3.37589,0.471841,0.00329722,-0.0402209,-0.0416905,0,0.00698121,1.42152,0.524853,5356.06
279,0.01,0.0001,12.9586,2000,7.89039,7.86512,2.07249,7.89104,0,0,1244.54,640,0.000497992,0.419925,0.46984,0.0500424,-1.79539,0.540244,0.00414728,-0.0500424,-0.0514771,0,0.00797279,1.40179,0.516289,5370.72
280,0.01,0.0001,12.9338,2000,7.53495,7.43503,3.12096,7.53751,0,0,1553.47,640,0.000135077,0.428584,0.446125,0.0175707,-13.08,0.615499,0.00372765,-0.0175707,-0.0187924,0,0.00622382,1.40401,0.567495,5385.52
281,0.01,0.0001,12.9752,2000,7.71017,7.73992,2.78452,7.70941,0,0,1529.88,640,0.000403316,0.430134,0.388084,-0.0430559,-6.3526,0.560898,0.00452046,0.0430559,0.0415458,0,0.00737597,1.35708,0.551491,5400.28
282,0.01,0.0001,6.12536,0,0,0,0,0,0,0,0,640,-0.000799267,0.432608,0.0158885,-0.416719,-7.79648,0.455655,0.0495741,0.113114,0.10619,0,0.00914357,1.41554,0.508666,5421.48
283,0.01,0.0001,12.8788,2000,8.07343,8.18964,2.21413,8.07045,0,0,1392.8,640,0.000574069,0.429301,0.448565,0.0189266,-2.14578,0.532231,0.00349771,-0.0371154,-0.038835,0,0.00761234,1.39327,0.507866,5436.2
284,0.01,0.0001,12.7556,2000,8.13459,8.03865,2.1039,8.13705,0,0,1318.81,640,0.000672942,0.428136,0.473603,0.0454244,-3.14107,0.535562,0.00449476,-0.0454244,-0.0477666,0,0.00877653,1.4381,0.590967,5450.8
285,0.01,0.0001,12.4506,2000,7.73425,7.51397,1.9276,7.7399,0,0,1343.85,640,0.000262375,0.431326,0.395864,-0.0362443,-5.49176,0.570813,0.00341604,0.0362443,0.0338024,0,0.00975274,1.49744,0.603743,5465.22
286,0.01,0.0001,13.5126,2000,7.97968,7.86338,1.87654,7.98267,0,0,1280.18,640,0.00059101,0.430884,0.408044,-0.0237437,-2.29524,0.620828,0.00242088,0.0237437,0.022173,0,0.00645232,1.45063,0.577454,5480.72
287,0.01,0.0001,18.9949,1531,7.17732,7.27123,3.93305,7.17491,2,1,1368.72,640,3.68993e-05,0.435558,0.0305846,-0.404973,-13.2013,0.569298,0.17065,0.408281,0.39257,0,0.00676683,1.38606,0.509552,5511.37
288,0.01,0.0001,11.0239,1265.5,7.33107,7.58936,2.84071,7.32446,1,0.5,845.852,640,-0.000101113,0.431209,0.248492,-0.182544,-6.36407,0.467373,0.00377584,-0.0477983,-0.0503278,0,0.00895534,1.31962,0.569958,5525.93
289,0.01,0.0001,12.8685,2000,8.36727,8.35277,1.78303,8.36764,0,0,1218.46,640,0.000778313,0.422794,0.456366,0.033314,-1.40328,0.526353,0.00314684,-0.0333139,-0.0416804,0,0.00880991,1.3922,0.517037,5540.63
290,0.01,0.0001,13.1658,2000,8.04761,7.96444,1.94558,8.04974,0,0,1168.3,640,0.000452721,0.422002,0.490251,0.068636,-2.90717,0.553486,0.00670712,-0.068636,-0.0717722,0,0.00938611,1.44817,0.546994,5555.57
291,0.01,0.0001,12.877,2000,7.47884,7.43368,2.75444,7.48,0,0,1468.91,640,0.000150458,0.422911,0.408827,-0.0145163,-11.0677,0.540694,0.00313284,0.0145163,0.0128439,0,0.00922867,1.51552,0.531206,5570.17
292,0.01,0.0001,12.9647,2000,8.04379,7.92419,1.9447,8.04685,0,0,1293.81,640,0.00060591,0.419269,0.39744,-0.022703,-1.96523,0.547733,0.00242947,0.022703,0.0192486,0,0.00789607,1.55147,0.55836,5584.9
293,0.01,0.0001,13.0153,2000,8.09994,8.09961,2.01878,8.09995,0,0,1300.69,640,0.000567713,0.416156,0.424501,0.00786811,-2.19261,0.5325,0.00183955,-0.00786812,-0.00915763,0,0.00819691,1.50309,0.518829,5599.66
294,0.01,0.0001,12.9751,2000,7.85095,7.76142,2.57759,7.85325,0,0,1415.17,640,0.000543122,0.41533,0.488173,0.0731881,-5.06669,0.515462,0.00782309,-0.0731881,-0.076191,0,0.00769374,1.45725,0.577969,5614.43
295,0.01,0.0001,12.8746,2000,8.07469,8.08356,2.11026,8.07446,0,0,1274.64,640,0.000642218,0.414888,0.416677,0.00114626,-2.72202,0.506546,0.0020177,-0.00114627,-0.0032015,0,0.00807501,1.45328,0.531193,5629.11
296,0.01,0.0001,12.873,2000,8.0142,7.9969,1.99694,8.01465,0,0,1320.85,640,0.000543732,0.413386,0.469148,0.0559016,-2.21541,0.537925,0.00492693,-0.0559016,-0.0593495,0,0.00942496,1.42996,0.632758,5643.84
297,0.01,0.0001,12.8527,2000,7.53533,7.34936,3.00434,7.5401,0,0,1407.38,640,0.000189872,0.416568,0.357513,-0.0601179,-9.18925,0.566241,0.00665873,0.0601179,0.0563321,0,0.00826826,1.41839,0.559637,5658.54
298,0.01,0.0001,13.2384,2000,7.76047,7.73273,1.97192,7.76118,0,0,1336.3,640,0.000204193,0.412187,0.362362,-0.0507718,-4.6859,0.50547,0.00453312,0.0507718,0.0491535,0,0.00784041,1.37648,0.484026,5673.57
299,0.01,0.0001,12.8971,2000,7.38688,7.27011,2.22739,7.38988,0,0,1330.73,640,5.48717e-05,0.41354,0.429972,0.0164362,-10.403,0.584444,0.00261963,-0.0164362,-0.0175684,0,0.00760393,1.30848,0.595609,5688.32
300,0.01,0.0001,20.6996,2000,7.88304,7.89165,1.79601,7.88282,0,0,1276.42,640,0.00034686,0.410194,0.428142,0.0177324,-2.48271,0.480324,0.0018816,-0.0177324,-0.0188758,1,0.00234048,1.32928,0.738509,5710.96
301,0.01,0.0001,12.5052,2000,8.00923,8.05523,2.05966,8.00805,0,0,1338.4,640,0.000600433,0.408353,0.434605,0.0259991,-2.13735,0.559924,0.00262313,-0.0259991,-0.0284543,0,0.00895904,1.3182,0.68231,5725.65
302,0.01,0.0001,12.8997,2000,8.03634,8.06596,1.8871,8.03558,0,0,1265.39,640,0.000360753,0.408359,0.43949,0.0311112,-2.85073,0.538912,0.00286214,-0.0311112,-0.0328267,0,0.0095977,1.33941,0.643278,5740.58
303,0.01,0.0001,12.5841,2000,7.97064,8.03521,2.23611,7.96899,0,0,1285.2,640,0.000453799,0.407484,0.413122,0.00524723,-2.33984,0.52004,0.00189836,-0.00524723,-0.0122877,0,0.00687487,1.40022,0.618656,5755.24
304,0.01,0.0001,12.5943,2000,8.42701,8.43807,1.82124,8.42673,0,0,1276.4,640,0.000830641,0.407726,0.455179,0.0472626,-0.790941,0.543116,0.00404157,-0.0472626,-0.0492774,1,0.00226428,1.44328,0.636052,5769.9
305,0.01,0.0001,12.8104,2000,7.84975,7.95982,2.06704,7.84693,0,0,1254.27,640,0.000353629,0.407561,0.420355,0.012475,-2.4313,0.513328,0.00168498,-0.012475,-0.013909,0,0.00721684,1.43735,0.682218,5784.74
306,0.01,0.0001,12.9924,2000,8.09552,8.09697,2.28014,8.09548,0,0,1319.93,640,0.000450838,0.41213,0.458657,0.0466091,-2.89187,0.604267,0.00429477,-0.0466091,-0.0498612,0,0.00960607,1.4408,0.674741,5799.92
307,0.01,0.0001,12.5098,2000,8.08282,8.03574,2.01618,8.08402,0,0,1242.73,640,0.000548994,0.409814,0.467463,0.0578446,-1.3533,0.555704,0.00493664,-0.0578446,-0.0591071,0,0.0080468,1.40422,0.651928,5814.52
308,0.01,0.0001,10.284,1030,7.64777,7.81203,3.59582,7.64356,2,1,794.184,640,0.000205176,0.412166,0.0418259,-0.37034,-6.39958,0.420681,0.064291,0.122639,0.116388,0,0.00841851,1.42421,0.60982,5840.34
309,0.01,0.0001,12.8033,2000,7.98213,8.03621,2.09515,7.98074,0,0,1278.07,640,0.00047999,0.41088,0.469555,0.0589246,-2.76757,0.567925,0.00447064,-0.051616,-0.0545414,0,0.00842231,1.40948,0.707243,5855.2
310,0.01,0.0001,12.6781,2000,7.57268,7.58174,1.86546,7.57244,0,0,1208.86,640,-4.99703e-05,0.413269,0.45821,0.0453179,-3.14995,0.524198,0.00351072,-0.0453179,-0.0474058,0,0.0090091,1.29535,0.60853,5869.76
311,0.01,0.0001,12.984,2000,7.99325,8.15199,2.23885,7.98918,0,0,1407.78,640,0.000480327,0.413317,0.441252,0.0277219,-2.27952,0.585665,0.00244792,-0.0277219,-0.0289402,0,0.00650908,1.26524,0.599505,5884.65
312,0.01,0.0001,12.8891,2000,7.50976,7.5188,1.79152,7.50953,0,0,1237.54,640,5.91615e-05,0.413358,0.441844,0.0285709,-5.51298,0.520909,0.00254494,-0.0285709,-0.0302189,0,0.00889444,1.25597,0.553719,5899.31
313,0.01,0.0001,12.9701,2000,7.80247,7.8861,2.22982,7.80033,0,0,1381.01,640,0.000257256,0.416767,0.469152,0.0526642,-3.96914,0.57865,0.00453024,-0.0526642,-0.0562305,0,0.00901796,1.27887,0.556135,5914.1
314,0.01,0.0001,14.9901,0,0,0,0,0,0,0,0,640,-0.00100682,0.419571,0.00992822,-0.409643,-7.92891,0.427175,0.0518245,0.0705979,0.0648689,0,0.0076485,1.22946,0.487634,5944.19
315,0.01,0.0001,12.8286,2000,7.46068,7.57447,1.97359,7.45776,0,0,1265.97,640,-5.10994e-05,0.41704,0.45663,0.0398902,-3.7632,0.577355,0.00180564,-0.0189984,-0.0198802,0,0.00479427,1.26514,0.547839,5959.03
316,0.01,0.0001,13.0974,2000,7.52614,7.76182,2.2275,7.5201,0,0,1365.69,640,0.000191811,0.416777,0.413764,-0.00336244,-4.23773,0.552745,0.00166558,0.00336244,0.0018466,0,0.00890111,1.26839,0.575521,5974.04
317,0.01,0.0001,12.8185,2000,7.96086,7.99301,2.04803,7.96003,0,0,1253.19,640,0.000363654,0.416005,0.455797,0.0398505,-2.52247,0.535647,0.00334383,-0.0398505,-0.0429793,0,0.00957281,1.26174,0.671979,5988.78
318,0.01,0.0001,13.2,2000,7.67772,7.49931,1.94293,7.6823,0,0,1393.27,640,0.00014911,0.421343,0.438953,0.0175872,-6.24111,0.618927,0.00227719,-0.0175872,-0.0195961,0,0.00777884,1.29102,0.617834,6003.91
319,0.01,0.0001,12.9537,2000,8.20146,8.05391,1.98294,8.20525,0,0,1332.7,640,0.000693027,0.418306,0.478416,0.0603098,-1.34744,0.615309,0.00558912,-0.0603098,-0.0640537,0,0.00946031,1.346,0.598058,6018.78
320,0.01,0.0001,12.7759,2000,8.33285,8.34265,2.19376,8.3326,0,0,1369.12,640,0.000672266,0.420495,0.424298,0.00317425,-2.51791,0.584231,0.00231029,-0.00317425,-0.00501176,0,0.00864796,1.41831,0.598819,6033.46
321,0.01,0.0001,13.1968,2000,8.01546,7.95148,1.95667,8.0171,0,0,1276.78,640,0.000409827,0.422356,0.468508,0.0462766,-3.46985,0.649729,0.00400231,-0.0462766,-0.0489812,0,0.00846673,1.46432,0.538591,6048.56
322,0.01,0.0001,13.1062,2000,8.16716,8.09337,1.80762,8.16905,0,0,1323.9,640,0.000653202,0.422498,0.478641,0.056266,-2.80632,0.61862,0.00533766,-0.0562659,-0.0585572,0,0.00562228,1.50367,0.577192,6063.58
323,0.01,0.0001,12.8427,2000,8.12551,8.23079,2.04741,8.12281,0,0,1342.31,640,0.00054067,0.42581,0.432197,0.00588513,-3.22515,0.623164,0.0021187,-0.00588513,-0.00731805,0,0.00256841,1.4796,0.622493,6078.4
324,0.01,0.0001,13.2351,2000,8.05186,8.07262,2.08688,8.05133,0,0,1320.51,640,0.000540294,0.426801,0.481738,0.055124,-3.1166,0.571084,0.00511472,-0.055124,-0.058513,0,0.00911305,1.46652,0.556497,6093.53
325,0.01,0.0001,12.4449,2000,8.20902,8.18323,1.77056,8.20968,0,0,1276.97,640,0.000616404,0.428214,0.491585,0.0635994,-1.49693,0.59806,0.00578387,-0.0635994,-0.0663769,0,0.00841859,1.42943,0.655616,6108.02
326,0.01,0.0001,13.0173,2000,8.13484,8.05651,2.07318,8.13685,0,0,1312.7,640,0.000444871,0.431873,0.444388,0.0122268,-2.47522,0.620708,0.00216119,-0.0122268,-0.0132046,0,0.00435416,1.45248,0.638824,6123.16
327,0.01,0.0001,12.7676,2000,8.06716,8.09491,2.1813,8.06644,0,0,1351.5,640,0.000578745,0.432959,0.513326,0.0808286,-3.08038,0.624303,0.00854549,-0.0808286,-0.0838612,0,0.00625562,1.43401,0.677611,6138.14
328,0.01,0.0001,21.5695,2000,8.03826,8.02344,2.27875,8.03865,0,0,1314.84,640,0.000529109,0.437985,0.449379,0.0110317,-3.33122,0.552428,0.00222692,-0.0110317,-0.0126243,0,0.00842986,1.41116,0.565955,6161.78
329,0.01,0.0001,13.0228,2000,8.27478,8.15233,2.11448,8.27792,0,0,1341.89,640,0.000666658,0.440923,0.483636,0.0426553,-2.59694,0.693218,0.00419971,-0.0426553,-0.0453289,0,0.00855294,1.38072,0.582313,6176.91
330,0.01,0.0001,12.9279,2000,8.12958,7.9792,2.27252,8.13343,0,0,1382.4,640,0.00054107,0.442817,0.447942,0.00462177,-4.21702,0.561502,0.00243017,-0.00462177,-0.00721374,0,0.00707582,1.43861,0.551297,6191.67
331,0.01,0.0001,13.2447,2000,7.85853,7.80283,2.1244,7.85995,0,0,1241.46,640,0.000231717,0.444312,0.464922,0.0205536,-3.3898,0.612988,0.00220016,-0.0205536,-0.0226333,0,0.00779789,1.40989,0.577664,6206.81
332,0.01,0.0001,12.9936,2000,7.5816,7.41467,2.07165,7.58588,0,0,1326.58,640,0.00014478,0.448776,0.462209,0.0133895,-7.42907,0.644577,0.00259994,-0.0133894,-0.0165875,0,0.0095017,1.45446,0.610892,6221.83
333,0.01,0.0001,7.68502,0,0,0,0,0,0,0,0,640,-0.000461236,0.454353,0.0181375,-0.436216,-12.0931,0.455033,0.069208,0.100622,0.0944761,0,0.00773922,1.45791,0.697318,6244.92
334,0.01,0.0001,12.6611,2000,7.98148,8.04908,2.28237,7.97975,0,0,1340.14,640,0.000452014,0.450158,0.51356,0.0637396,-3.65615,0.590031,0.0058349,-0.0603042,-0.0618361,0,0.00517248,1.41677,0.533072,6259.49
335,0.01,0.0001,12.8624,2000,7.86756,7.76208,2.16122,7.87027,0,0,1399.4,640,0.000329777,0.453653,0.462111,0.00817537,-4.58717,0.558523,0.00220149,-0.00817537,-0.0108021,0,0.00771333,1.44074,0.611804,6274.44
336,0.01,0.0001,12.8219,2000,8.12199,8.08325,1.9926,8.12298,0,0,1369.41,640,0.000547278,0.452681,0.501914,0.0493382,-2.86374,0.532687,0.00459952,-0.0493382,-0.0520561,0,0.0073029,1.47931,0.614903,6289.2
337,0.01,0.0001,13.025,2000,8.13597,8.20273,2.00802,8.13425,0,0,1261.95,640,0.000549767,0.453772,0.535083,0.0818062,-3.60824,0.618076,0.00890283,-0.0818062,-0.0842574,0,0.00786086,1.46334,0.542379,6304.16
338,0.01,0.0001,12.9089,2000,8.00673,8.00185,1.80008,8.00685,0,0,1147.7,640,0.000356668,0.457184,0.469103,0.0116799,-3.62169,0.627359,0.00221251,-0.0116799,-0.0131501,0,0.00499324,1.44973,0.544418,6319.03
339,0.01,0.0001,12.7232,2000,7.51377,7.11568,2.41537,7.52397,0,0,1410.76,640,-2.04596e-05,0.463473,0.462443,-0.00114606,-12.0748,0.628358,0.0032675,0.00114606,0.000102006,0,0.00604484,1.41742,0.584847,6333.85
340,0.01,0.0001,7.8602,39,7.60333,4.93068,1.64488,7.67015,2,1,36.5386,640,-0.000573491,0.464872,0.0159588,-0.448914,-11.0388,0.478547,0.071492,0.139261,0.132462,0,0.00751193,1.38727,0.73339,6357.56
341,0.01,0.0001,12.8731,2000,8.10985,8.15813,2.04081,8.10861,0,0,1302.79,640,0.000475283,0.462966,0.471209,0.00782214,-4.30361,0.642645,0.00216378,0.00379148,0.00145033,0,0.00858764,1.38721,0.594458,6372.5
342,0.01,0.0001,21.539,2000,8.02976,8.12234,1.88651,8.02739,0,0,1342.16,640,0.000449121,0.461661,0.521258,0.0598789,-5.0474,0.662502,0.00595083,-0.0598789,-0.0637003,0,0.00988117,1.42545,0.636603,6396.17
343,0.01,0.0001,13.0608,2000,8.12818,8.1906,2.14391,8.12658,0,0,1428.89,640,0.000538325,0.462288,0.450906,-0.0121004,-4.34109,0.611339,0.00257265,0.0121004,0.0104716,0,0.00784318,1.47507,0.653651,6411.24
344,0.01,0.0001,12.7358,2000,7.85863,7.82611,1.63376,7.85946,0,0,1228.34,640,0.000457267,0.462542,0.461439,-0.00158538,-2.81695,0.608619,0.00165285,0.00158538,3.06771e-05,0,0.00818019,1.49245,0.602308,6426.02
345,0.01,0.0001,12.8769,2000,8.0279,7.78368,1.9876,8.03417,0,0,1291.41,640,0.000364478,0.464908,0.470703,0.0054643,-4.75423,0.619237,0.00248951,-0.00546431,-0.00683698,0,0.00897631,1.55173,0.707073,6441.17
346,0.01,0.0001,12.985,2000,8.05769,8.14673,1.80919,8.05541,0,0,1240.56,640,0.000562417,0.462525,0.487954,0.0252067,-3.32123,0.655172,0.00275927,-0.0252067,-0.0276494,0,0.00794261,1.54853,0.639127,6456.31
347,0.01,0.0001,12.9557,2000,8.17117,8.17413,2.08897,8.17109,0,0,1356.66,640,0.000543426,0.464939,0.476799,0.0114819,-2.23859,0.637154,0.00224202,-0.0114819,-0.0122802,0,0.00541906,1.56419,0.642686,6471.3
348,0.01,0.0001,12.8883,2000,7.69069,7.525,2.46659,7.69494,0,0,1434.99,640,0.000278085,0.466749,0.484252,0.0173721,-10.2507,0.622043,0.00348125,-0.0173721,-0.0191873,0,0.00741052,1.51804,0.663723,6486.27
